obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,Collision
0,circle,square,high,high,low,69.9,35.29,17.19,96.82,1,circle,hexagon,medium,medium,medium,86.03,85.17,93.3,77.38,Да
1,star,star,high,low,low,1.7,50.38,97.74,65.67,1,hexagon,triangle,medium,high,medium,32.66,70.48,83.89,94.43,Да
0,square,triangle,medium,low,low,78.03,13.26,8.57,79.54,1,triangle,square,high,high,medium,60.66,44.22,25.43,40.88,Да
1,triangle,triangle,medium,low,medium,94.77,69.02,73.89,33.3,0,triangle,hexagon,low,high,medium,1.2,98.98,47.34,25.8,Нет
1,circle,circle,medium,high,medium,8.15,59.57,40.16,22.44,1,star,hexagon,low,high,medium,36.58,33.72,43.34,92.58,Да
0,hexagon,square,medium,high,high,89.81,21.25,23.66,57.68,1,star,hexagon,high,medium,low,0.21,9.95,43.87,71.51,Да
0,star,circle,high,medium,low,46.44,98.36,57.5,99.08,0,star,square,medium,medium,high,16.55,73.35,4.98,6.4,Да
1,triangle,circle,medium,high,low,51.56,0.56,36.82,71.02,1,square,hexagon,medium,medium,medium,44.79,75.7,17.36,58.0,Да
0,triangle,circle,low,low,high,84.01,33.59,31.02,68.16,1,triangle,triangle,high,medium,low,53.51,5.9,15.33,2.85,Да
0,star,triangle,low,high,low,58.97,26.17,23.96,45.01,1,square,hexagon,low,high,low,15.29,81.94,61.73,22.65,Нет
0,triangle,circle,medium,high,high,35.14,56.0,45.78,87.95,0,triangle,circle,medium,low,medium,74.52,77.59,41.18,7.1,Да
1,square,circle,medium,low,medium,73.26,88.84,16.96,69.7,1,circle,triangle,medium,medium,high,18.9,92.96,32.44,20.49,Да
1,star,circle,high,low,low,13.83,65.78,85.19,67.49,1,square,circle,low,medium,medium,11.58,11.85,44.39,48.99,Да
0,triangle,circle,low,high,low,66.63,4.76,59.17,29.25,0,star,hexagon,medium,high,medium,33.34,60.08,32.42,29.89,Нет
0,triangle,square,low,high,low,77.46,86.34,6.29,95.77,0,triangle,hexagon,low,high,high,55.14,21.94,75.75,8.8,Нет
1,circle,star,high,low,low,33.48,26.51,45.7,25.04,0,star,square,low,medium,medium,98.89,39.94,16.7,48.21,Да
0,triangle,square,medium,low,low,97.02,11.03,62.96,52.37,1,hexagon,circle,medium,low,low,41.87,26.51,5.61,70.85,Да
0,triangle,hexagon,high,high,medium,64.06,43.26,86.16,33.96,1,triangle,circle,medium,medium,low,42.6,44.93,65.07,5.31,Да
1,circle,square,high,high,low,9.57,89.87,2.35,18.08,0,triangle,star,low,high,high,5.93,11.29,23.06,88.24,Да
0,star,hexagon,low,medium,low,96.63,3.46,45.63,14.41,1,star,star,high,high,high,76.58,30.35,64.34,65.31,Да
1,circle,triangle,high,low,high,74.4,62.57,70.58,29.29,0,star,star,high,high,medium,18.18,7.09,5.85,51.94,Да
0,hexagon,star,low,high,medium,69.56,33.25,19.61,68.9,1,star,star,medium,high,low,74.48,49.18,24.71,39.63,Да
1,hexagon,circle,low,low,low,25.32,62.26,22.13,97.48,1,triangle,circle,low,high,low,91.06,29.67,15.39,39.33,Нет
1,square,hexagon,high,low,low,47.31,26.63,48.97,85.33,1,circle,square,low,high,medium,76.82,59.03,29.07,33.56,Да
0,triangle,triangle,high,low,medium,90.11,96.71,88.45,21.8,0,hexagon,star,low,medium,high,64.25,45.64,32.89,11.57,Да
1,hexagon,star,medium,low,high,30.82,11.38,39.83,7.84,1,star,circle,high,low,low,60.39,24.39,49.52,7.92,Да
0,star,hexagon,low,high,medium,42.33,15.8,48.45,68.67,1,circle,square,medium,low,low,45.36,10.29,52.01,30.88,Да
1,star,triangle,high,medium,medium,25.68,4.57,63.58,3.0,1,star,square,medium,high,medium,14.45,75.33,63.01,66.71,Нет
1,hexagon,circle,low,medium,high,21.59,79.5,31.08,85.91,1,triangle,star,high,medium,high,77.88,63.31,33.17,28.84,Да
0,circle,triangle,high,high,medium,4.37,9.4,86.71,82.55,1,circle,circle,low,medium,medium,47.73,3.29,53.2,81.23,Да
0,square,triangle,high,medium,high,73.69,27.66,96.19,79.37,1,triangle,triangle,high,high,low,62.56,98.94,99.01,38.03,Да
1,circle,circle,medium,low,high,9.08,20.56,65.03,55.24,0,square,circle,high,high,medium,37.4,64.25,21.06,63.12,Да
0,square,hexagon,medium,high,low,53.13,35.35,63.85,97.35,1,star,square,medium,high,medium,20.07,20.72,15.27,43.19,Да
1,hexagon,triangle,medium,high,low,4.98,76.58,67.36,45.84,0,hexagon,hexagon,high,medium,high,80.65,84.05,84.26,49.78,Нет
1,circle,circle,high,high,medium,98.39,95.02,19.39,98.65,0,circle,star,low,medium,medium,34.24,88.21,41.04,25.02,Нет
1,hexagon,hexagon,medium,low,low,70.94,87.89,73.24,88.19,1,square,square,high,low,low,86.67,57.37,84.69,51.39,Да
0,square,circle,low,low,high,63.04,84.12,34.7,12.65,0,star,triangle,low,low,low,96.57,88.56,42.47,11.07,Да
1,star,square,low,low,high,18.64,41.75,99.34,89.49,0,square,triangle,high,low,high,83.0,2.92,2.17,38.68,Да
0,circle,hexagon,high,high,medium,52.81,80.18,75.22,30.49,1,circle,triangle,low,low,medium,12.81,94.52,37.49,44.83,Да
1,hexagon,square,medium,low,medium,50.36,77.72,58.38,76.83,0,hexagon,triangle,medium,low,high,85.5,5.72,61.01,70.4,Нет
1,square,triangle,high,high,low,35.86,24.75,91.22,0.02,1,circle,circle,medium,high,medium,51.94,64.24,44.76,40.02,Да
0,star,triangle,high,low,medium,15.61,26.24,97.0,27.58,1,hexagon,square,high,medium,high,24.14,34.59,45.93,66.54,Да
0,circle,triangle,low,low,medium,36.71,49.9,81.81,75.84,0,triangle,triangle,medium,low,medium,9.32,3.93,99.83,17.46,Да
0,square,hexagon,medium,low,medium,60.91,96.35,75.66,97.23,0,star,square,high,high,high,27.85,92.93,54.41,2.52,Да
1,circle,star,low,low,high,48.74,10.79,6.07,17.1,0,square,square,low,medium,medium,13.74,13.54,69.69,50.59,Да
1,circle,hexagon,medium,medium,low,57.0,98.84,70.6,45.94,1,triangle,hexagon,low,low,low,2.56,85.37,72.1,47.39,Да
0,triangle,hexagon,medium,low,high,57.2,15.89,33.58,58.72,0,star,circle,medium,high,medium,98.78,33.03,0.02,66.98,Да
0,hexagon,star,high,medium,high,24.47,48.56,92.99,95.26,1,square,hexagon,high,low,medium,83.15,74.12,55.25,31.35,Да
0,triangle,hexagon,medium,high,medium,11.1,30.4,61.18,45.33,1,triangle,star,low,low,medium,73.89,25.42,96.31,2.99,Нет
1,circle,square,medium,high,high,52.18,41.98,37.07,93.35,1,star,star,high,medium,high,19.3,58.34,75.08,72.36,Да
1,square,star,high,medium,low,89.24,95.78,33.9,97.82,1,star,star,medium,high,low,2.77,79.96,34.04,94.22,Да
1,hexagon,star,low,high,low,99.54,63.18,55.48,94.16,0,triangle,hexagon,high,medium,high,48.52,56.62,36.46,39.43,Да
0,square,square,low,low,low,78.59,29.75,49.15,74.87,0,circle,square,medium,low,low,74.17,30.66,30.36,61.11,Да
1,square,star,low,medium,high,22.11,62.84,39.09,12.62,1,hexagon,star,high,low,high,96.28,23.34,63.02,54.47,Да
0,star,star,medium,medium,high,63.03,45.22,20.85,60.24,1,hexagon,star,medium,low,medium,84.39,17.48,9.73,56.6,Да
0,circle,square,medium,high,high,23.89,94.34,79.65,75.35,1,circle,hexagon,high,medium,medium,89.35,83.88,29.0,86.74,Нет
0,square,circle,high,high,low,57.65,35.28,43.34,95.49,0,star,square,high,low,high,23.87,61.09,49.82,73.63,Да
1,circle,circle,high,medium,low,48.07,58.45,9.89,77.8,0,square,star,high,high,medium,15.53,50.87,53.52,76.98,Да
1,triangle,circle,high,high,low,38.16,84.94,8.54,53.89,0,circle,circle,medium,low,high,24.78,24.96,60.74,9.0,Да
1,triangle,square,low,medium,high,64.16,95.88,23.81,20.52,0,star,star,high,medium,high,13.86,43.38,79.72,14.67,Да
0,square,triangle,medium,medium,low,85.77,79.92,55.22,45.71,0,triangle,hexagon,medium,low,low,79.85,62.01,16.32,66.33,Да
1,circle,hexagon,high,medium,low,33.75,93.55,14.8,63.83,1,triangle,hexagon,low,high,medium,90.3,7.19,22.5,54.05,Да
1,star,star,medium,low,medium,48.63,46.38,21.5,32.46,0,star,circle,high,high,medium,30.73,36.07,87.23,77.43,Да
0,hexagon,square,high,low,high,45.58,76.45,50.17,45.65,0,triangle,square,high,medium,medium,87.69,23.95,83.12,9.31,Нет
0,triangle,hexagon,high,high,high,24.92,9.46,21.78,1.74,0,hexagon,circle,medium,low,high,5.5,64.65,82.16,56.65,Да
0,triangle,square,low,medium,low,42.11,59.38,85.81,87.9,0,circle,star,high,medium,low,67.74,60.63,20.86,48.61,Да
1,star,star,low,high,medium,2.16,1.35,59.0,3.48,0,hexagon,hexagon,high,high,medium,52.75,29.94,5.83,85.47,Да
0,square,triangle,medium,low,medium,51.74,26.0,8.58,40.93,0,star,square,low,medium,high,27.67,4.16,52.34,18.71,Да
0,triangle,square,medium,high,low,72.08,66.56,13.99,51.1,1,circle,star,high,low,medium,76.82,18.28,87.0,34.87,Да
1,triangle,hexagon,high,medium,medium,36.76,17.16,19.52,97.24,1,triangle,circle,high,low,low,21.2,16.01,23.75,15.05,Да
0,hexagon,hexagon,low,medium,low,74.66,20.01,62.99,93.52,0,circle,star,low,high,high,41.61,56.84,90.42,45.17,Да
0,star,star,medium,low,high,75.07,6.17,10.57,64.64,1,circle,circle,medium,high,high,70.99,16.93,14.15,88.14,Да
1,star,circle,low,medium,medium,98.41,74.74,4.33,58.41,1,triangle,triangle,low,high,high,33.82,48.23,29.81,67.03,Нет
0,circle,star,medium,high,medium,54.59,44.79,72.85,36.66,0,square,triangle,low,high,high,85.54,61.45,29.83,74.43,Да
1,star,star,medium,medium,medium,40.41,88.79,47.81,4.11,0,triangle,hexagon,high,high,low,86.54,87.96,15.11,9.33,Да
0,hexagon,circle,low,low,low,63.95,36.23,84.88,26.77,0,hexagon,square,high,low,high,20.25,24.5,87.28,45.2,Да
1,star,triangle,medium,medium,high,62.66,43.53,79.29,84.77,1,square,hexagon,medium,low,high,44.04,18.59,41.26,83.87,Да
0,circle,square,medium,low,medium,98.73,49.49,27.35,64.83,0,hexagon,star,medium,low,high,43.2,17.33,19.07,83.75,Нет
0,hexagon,hexagon,low,medium,high,70.77,86.09,19.23,81.44,1,star,triangle,medium,medium,low,41.0,36.04,14.72,98.8,Да
1,triangle,square,low,low,high,30.66,29.22,51.63,83.7,0,hexagon,hexagon,low,medium,medium,50.2,64.92,42.09,52.6,Да
1,square,square,medium,low,medium,18.75,5.16,8.01,6.22,1,circle,circle,low,high,medium,7.44,67.19,1.73,0.21,Да
1,triangle,hexagon,medium,medium,high,79.27,62.72,63.29,33.71,0,star,square,low,low,low,87.0,21.1,12.11,89.91,Да
0,circle,circle,low,high,low,17.98,82.57,1.22,67.6,1,square,triangle,medium,high,low,28.99,13.12,0.37,95.62,Да
0,hexagon,hexagon,medium,low,low,62.74,55.63,80.31,85.31,0,hexagon,square,medium,low,high,0.18,44.87,2.44,92.77,Нет
0,triangle,circle,medium,medium,low,13.23,32.05,89.07,80.14,0,star,square,high,low,low,68.51,14.12,99.74,77.19,Да
1,circle,circle,medium,high,high,71.87,63.05,99.62,42.21,0,hexagon,triangle,low,low,medium,65.05,81.29,44.89,21.19,Да
0,triangle,star,high,high,low,78.29,99.1,34.41,93.21,0,circle,circle,high,low,medium,98.32,8.39,72.89,13.91,Нет
1,square,triangle,low,high,medium,99.05,57.4,56.19,30.07,0,circle,circle,medium,low,medium,71.92,75.21,73.71,70.09,Да
0,triangle,star,high,high,high,95.42,31.52,86.3,37.58,0,square,circle,high,low,low,33.27,4.26,88.04,14.04,Нет
1,triangle,triangle,high,low,low,71.38,24.36,46.21,18.14,1,triangle,square,low,low,low,95.26,80.7,10.37,95.33,Нет
1,triangle,circle,high,low,low,27.75,99.82,32.93,22.69,1,triangle,circle,medium,medium,high,36.53,62.72,52.57,44.58,Да
1,circle,star,high,low,low,4.37,85.04,4.88,0.87,1,circle,star,low,medium,high,82.12,32.24,32.17,3.08,Нет
1,hexagon,square,medium,high,low,55.52,27.95,39.41,30.85,0,star,star,medium,high,high,33.57,40.55,54.85,15.06,Да
0,star,hexagon,high,low,medium,76.6,26.24,7.89,30.66,1,square,circle,low,low,high,4.87,67.36,33.21,29.05,Да
1,circle,hexagon,high,medium,low,1.06,80.37,36.3,6.73,0,hexagon,circle,high,high,high,73.38,18.56,18.37,70.38,Да
0,star,hexagon,low,high,medium,52.48,99.23,34.3,34.05,1,hexagon,triangle,medium,medium,low,35.02,89.03,67.28,73.73,Да
0,star,triangle,medium,medium,high,88.29,46.56,64.72,30.14,0,star,triangle,low,low,medium,33.89,48.29,3.84,21.3,Да
1,triangle,hexagon,medium,high,medium,63.72,22.73,36.61,79.91,1,triangle,hexagon,medium,medium,high,71.59,76.01,89.54,64.86,Да
1,square,triangle,low,medium,low,68.38,23.03,38.42,15.62,1,circle,square,medium,medium,high,32.2,50.67,14.63,3.18,Да
0,star,triangle,medium,medium,low,47.43,79.74,28.64,72.51,1,circle,square,low,high,medium,11.8,45.23,61.51,10.29,Да
0,star,triangle,medium,medium,high,94.32,60.5,60.8,13.0,0,square,triangle,high,low,medium,40.45,46.96,75.42,53.5,Да
0,triangle,square,low,low,medium,37.46,63.38,38.94,49.62,0,circle,star,medium,high,medium,82.38,36.31,7.29,70.38,Да
1,square,circle,medium,low,low,37.91,19.43,94.86,73.64,0,triangle,hexagon,low,low,medium,13.02,73.28,90.33,91.44,Да
0,triangle,square,high,high,medium,51.77,13.05,89.2,60.65,1,triangle,triangle,medium,low,low,55.45,84.62,35.62,43.78,Нет
0,star,circle,high,low,low,58.59,1.06,23.69,64.59,0,star,hexagon,high,low,medium,13.23,85.44,99.67,12.0,Нет
0,circle,square,high,low,high,53.74,91.52,40.4,20.64,0,square,square,high,medium,high,4.92,12.11,6.88,92.9,Нет
0,star,triangle,low,low,medium,81.86,35.5,63.46,82.74,0,square,square,low,medium,medium,37.87,76.14,71.68,43.74,Да
0,circle,circle,medium,high,low,83.45,75.8,1.63,95.21,1,circle,square,high,high,high,65.79,20.0,16.07,49.75,Да
0,hexagon,hexagon,medium,high,high,13.17,88.45,22.74,15.44,0,hexagon,star,medium,high,low,27.5,1.22,40.27,85.44,Нет
1,square,square,medium,low,low,59.62,59.86,28.5,88.83,0,square,triangle,high,high,high,44.57,27.55,44.32,58.58,Да
1,hexagon,circle,medium,high,low,98.39,42.43,40.24,39.77,1,circle,hexagon,high,medium,low,49.13,29.29,40.62,30.15,Да
1,triangle,hexagon,low,high,high,59.97,3.87,88.93,69.88,1,hexagon,triangle,high,medium,high,84.13,80.98,33.76,54.08,Да
1,star,star,medium,high,medium,68.82,33.71,9.63,50.67,1,circle,square,medium,low,low,81.9,74.24,76.72,62.49,Да
1,hexagon,triangle,low,low,medium,86.14,32.16,6.58,79.33,1,star,square,high,low,medium,0.23,8.47,81.99,88.98,Да
0,square,square,high,low,high,86.66,56.63,66.44,4.53,0,square,triangle,medium,high,low,41.39,32.6,33.56,23.48,Да
1,circle,square,low,medium,high,1.72,76.41,36.45,32.37,0,circle,circle,low,low,medium,65.61,25.13,48.26,55.94,Нет
0,circle,star,medium,medium,high,23.94,71.11,17.77,4.75,0,star,circle,medium,low,low,85.24,59.55,42.18,92.05,Нет
1,triangle,circle,low,medium,high,86.29,86.99,70.18,94.17,1,circle,triangle,medium,medium,medium,4.89,54.15,59.35,4.55,Да
1,triangle,square,medium,high,medium,66.71,4.68,24.29,17.02,1,triangle,square,low,medium,low,62.82,67.89,15.03,19.46,Нет
1,star,square,low,medium,high,63.17,60.5,56.56,42.46,0,circle,hexagon,high,medium,high,84.2,91.07,80.57,34.63,Да
1,hexagon,square,medium,medium,high,85.99,18.9,40.88,64.14,0,triangle,circle,high,high,high,25.51,42.11,79.7,67.85,Да
0,star,square,high,high,medium,80.66,97.25,36.12,46.15,0,square,triangle,low,medium,high,20.53,65.59,59.04,84.18,Нет
0,circle,star,high,high,low,75.14,40.91,72.11,53.65,1,circle,star,high,high,medium,46.78,91.84,74.61,19.92,Да
1,circle,triangle,low,low,low,4.74,62.39,61.34,20.4,1,star,triangle,high,low,high,96.26,54.17,98.85,24.67,Да
0,hexagon,square,high,medium,medium,78.17,35.16,51.38,6.7,0,square,square,low,low,high,69.29,30.83,92.25,82.33,Да
1,star,star,medium,low,medium,20.06,22.02,12.81,25.74,1,square,triangle,high,low,low,42.45,40.29,61.14,14.83,Да
0,triangle,hexagon,high,high,medium,2.6,68.79,58.56,31.72,0,triangle,circle,low,low,high,2.09,75.46,51.14,26.12,Да
1,hexagon,square,high,medium,medium,49.19,93.93,69.28,41.58,1,square,circle,high,medium,medium,55.67,72.0,53.45,73.27,Да
0,triangle,circle,high,medium,high,94.24,5.95,81.48,29.6,1,circle,triangle,high,low,medium,34.88,74.84,46.66,16.62,Да
0,hexagon,star,high,medium,high,88.65,82.52,29.94,3.58,0,circle,hexagon,high,medium,low,18.57,74.33,48.02,82.8,Нет
1,triangle,circle,medium,low,medium,98.21,34.16,26.43,9.46,1,triangle,triangle,high,low,medium,50.01,92.05,73.2,49.05,Нет
1,square,triangle,high,medium,low,24.65,12.09,74.88,67.38,0,circle,hexagon,low,low,medium,34.14,76.4,99.21,44.76,Да
0,circle,hexagon,high,low,low,69.54,71.33,46.75,6.32,1,triangle,circle,medium,medium,low,3.87,85.54,4.53,13.53,Да
0,hexagon,circle,low,low,medium,5.58,8.25,40.59,4.62,1,hexagon,star,medium,high,high,72.55,57.37,23.02,67.97,Нет
1,square,square,medium,high,medium,80.35,72.77,16.06,81.18,1,triangle,hexagon,low,medium,low,73.26,64.42,21.02,88.4,Да
1,hexagon,star,low,medium,low,52.38,43.58,43.42,4.12,0,star,triangle,low,high,low,61.88,96.77,83.29,69.21,Да
1,circle,hexagon,low,low,low,99.63,16.47,72.61,6.87,1,star,square,high,medium,high,84.08,87.03,41.97,31.69,Да
1,circle,star,low,medium,high,24.0,15.72,45.06,54.95,0,circle,square,high,high,low,20.32,77.74,52.51,69.88,Нет
0,triangle,hexagon,high,medium,low,78.46,74.82,87.27,44.28,1,hexagon,triangle,medium,high,medium,28.62,68.55,46.92,50.99,Да
0,circle,circle,high,high,low,17.1,82.83,0.42,96.45,0,star,circle,medium,medium,low,45.87,35.85,85.37,85.37,Да
1,circle,triangle,low,low,low,28.72,68.56,18.0,93.68,0,star,circle,low,high,high,6.02,54.81,49.97,45.96,Да
0,circle,star,medium,low,low,29.56,72.08,61.46,66.02,0,star,circle,low,medium,high,88.35,5.51,66.78,23.73,Нет
1,star,square,medium,high,high,57.79,84.81,67.2,7.19,0,circle,triangle,high,high,low,49.06,41.62,1.95,10.13,Да
0,star,star,low,low,high,36.51,42.86,27.57,50.32,0,square,square,high,low,high,32.47,11.19,65.25,28.11,Да
0,circle,triangle,medium,low,high,43.87,16.77,94.19,4.51,0,square,star,high,low,low,47.8,72.86,24.1,56.35,Да
0,star,circle,low,low,low,52.18,37.73,33.06,90.79,0,square,square,medium,low,medium,32.51,89.23,86.69,17.0,Да
0,hexagon,square,high,high,high,5.62,97.93,41.12,66.0,1,circle,circle,medium,medium,medium,28.63,17.41,75.16,3.98,Да
1,square,square,high,low,medium,66.54,44.85,97.64,57.39,0,square,triangle,low,high,high,44.8,24.57,10.93,44.88,Да
1,square,circle,high,medium,high,64.93,92.39,47.92,42.79,0,triangle,triangle,medium,low,high,48.19,85.7,10.35,34.74,Да
0,star,star,medium,high,low,96.48,70.27,61.29,50.97,0,circle,star,high,medium,low,43.33,58.58,29.3,42.04,Да
0,square,square,low,high,low,13.34,73.77,54.02,40.03,1,circle,square,low,medium,medium,54.79,58.83,12.58,45.41,Да
1,star,star,medium,high,medium,3.1,19.02,17.75,9.96,0,hexagon,circle,medium,high,high,78.34,56.29,74.03,76.61,Да
1,triangle,star,medium,low,high,13.32,36.87,99.15,66.1,0,star,star,high,medium,medium,5.73,21.83,98.68,96.09,Да
1,circle,circle,high,high,medium,42.25,73.24,5.91,99.64,1,hexagon,circle,low,medium,low,81.15,24.33,65.53,26.23,Да
0,square,triangle,medium,low,low,21.39,65.56,98.35,11.25,0,square,square,medium,high,medium,22.85,94.96,24.9,94.24,Да
1,circle,triangle,low,medium,high,21.63,86.26,46.8,99.42,0,circle,star,low,low,low,25.21,72.35,56.43,22.84,Да
1,square,star,medium,high,high,86.94,21.0,18.96,89.96,1,circle,circle,low,high,high,59.95,9.04,80.56,75.49,Да
1,hexagon,circle,high,high,high,32.38,74.83,16.69,89.42,0,square,hexagon,medium,low,high,97.57,22.29,96.22,68.13,Да
0,hexagon,triangle,medium,high,medium,41.68,3.94,65.56,83.12,0,star,triangle,high,low,high,1.74,62.71,0.51,5.22,Нет
0,star,star,low,medium,low,68.42,29.98,71.08,92.36,0,hexagon,square,medium,low,high,67.31,28.35,52.37,72.49,Да
1,circle,square,medium,low,high,33.99,63.05,89.87,24.64,0,star,triangle,high,low,low,69.69,25.17,45.32,90.11,Да
1,star,square,low,high,medium,55.44,98.0,23.65,43.72,1,square,circle,low,medium,low,57.37,20.23,41.45,93.02,Нет
0,triangle,hexagon,low,medium,medium,52.29,98.94,43.32,47.98,0,hexagon,star,high,low,high,0.97,18.57,50.38,68.52,Нет
0,star,hexagon,high,low,high,26.15,43.91,97.12,6.8,1,hexagon,circle,high,medium,high,60.64,61.33,40.35,78.66,Да
0,star,hexagon,high,high,medium,71.71,76.47,42.8,98.1,0,star,hexagon,low,high,medium,11.5,90.58,34.4,7.15,Нет
1,star,triangle,high,low,low,83.41,60.05,45.96,68.94,1,star,hexagon,medium,low,low,7.81,36.11,11.48,16.13,Нет
1,square,square,high,high,high,78.35,70.91,28.85,45.16,0,circle,square,low,low,medium,69.61,12.15,49.98,26.25,Да
0,square,square,high,medium,medium,39.53,73.19,87.1,99.23,1,circle,triangle,high,low,low,70.02,12.43,82.11,53.13,Да
1,triangle,triangle,low,low,medium,93.3,54.73,36.56,27.22,1,star,circle,medium,low,low,88.99,93.37,10.47,38.62,Да
0,circle,square,low,medium,high,89.9,81.39,63.55,33.7,0,square,hexagon,medium,low,high,0.34,52.87,73.85,65.71,Нет
0,hexagon,square,low,high,medium,26.68,58.45,18.26,19.09,0,star,star,low,high,high,37.88,46.63,26.78,44.57,Да
0,circle,star,low,medium,low,12.39,10.06,61.57,18.65,1,circle,circle,low,low,medium,1.23,89.07,38.12,77.5,Нет
1,hexagon,square,medium,low,medium,89.38,98.92,93.4,18.85,0,hexagon,square,high,high,high,36.47,50.71,98.81,71.36,Нет
1,square,star,low,low,low,74.49,30.39,77.68,61.08,0,square,star,medium,high,high,49.17,48.06,67.52,74.73,Да
1,star,hexagon,high,high,high,31.1,96.42,6.77,29.41,0,circle,triangle,medium,high,high,52.97,92.67,71.91,82.88,Да
0,triangle,circle,low,low,high,30.49,29.26,63.4,95.17,0,square,square,low,medium,low,35.59,47.45,60.24,83.42,Да
0,triangle,star,medium,high,medium,32.22,85.32,55.87,81.67,1,square,triangle,low,medium,high,72.53,39.1,32.24,77.96,Да
1,triangle,square,medium,medium,low,86.13,68.96,33.86,16.12,0,hexagon,triangle,high,low,high,41.56,58.17,67.51,6.59,Да
0,circle,hexagon,high,medium,medium,24.02,35.69,84.27,83.4,0,circle,hexagon,high,high,low,51.71,97.72,45.73,62.32,Нет
0,square,circle,medium,medium,low,65.11,93.8,79.17,34.57,1,star,triangle,medium,high,medium,80.01,96.38,83.21,1.98,Да
1,square,circle,medium,high,high,83.44,58.31,64.86,22.78,0,square,star,low,low,high,17.43,77.56,57.11,74.38,Нет
0,star,hexagon,high,medium,high,38.73,82.98,74.42,78.21,1,square,star,high,low,high,32.09,49.93,77.12,6.11,Да
1,circle,hexagon,low,high,high,6.15,79.69,19.32,85.7,0,hexagon,star,medium,high,low,52.14,88.15,84.85,98.32,Да
1,star,circle,medium,medium,high,75.89,4.64,92.04,96.04,0,circle,circle,high,medium,high,76.76,41.94,82.11,61.41,Да
1,hexagon,circle,medium,medium,low,1.99,26.89,66.8,42.02,1,square,hexagon,medium,high,high,42.54,64.01,40.21,18.2,Да
0,square,square,low,low,low,83.09,47.22,46.78,56.21,1,square,hexagon,high,low,low,7.28,17.94,36.88,46.83,Нет
1,triangle,star,high,medium,medium,36.09,93.3,19.31,61.49,1,triangle,star,low,high,medium,98.88,66.13,86.91,82.67,Нет
1,star,star,medium,medium,medium,80.13,6.25,68.28,62.77,1,triangle,circle,medium,low,low,70.79,27.61,14.31,18.0,Да
0,hexagon,circle,medium,high,medium,54.54,18.56,9.67,40.22,0,square,triangle,low,medium,high,72.27,77.18,27.94,53.68,Нет
1,triangle,circle,high,low,medium,35.92,62.45,31.97,15.24,0,hexagon,triangle,low,high,medium,46.51,41.4,12.1,0.36,Да
1,triangle,triangle,medium,high,medium,89.93,65.27,57.38,7.04,0,star,triangle,medium,low,low,54.7,39.84,4.21,78.84,Да
0,star,circle,low,medium,medium,76.7,16.4,64.61,90.6,0,triangle,hexagon,high,high,high,99.4,74.66,61.59,19.46,Нет
0,star,star,medium,medium,high,8.07,94.83,1.73,36.66,1,triangle,triangle,high,medium,high,59.51,42.53,90.08,38.72,Да
1,star,square,medium,low,low,93.06,17.68,0.88,18.07,0,circle,circle,medium,high,medium,21.89,71.4,12.94,53.02,Да
1,square,triangle,medium,medium,medium,46.7,18.23,11.15,98.36,0,star,circle,medium,low,medium,96.44,85.51,79.57,14.49,Да
0,circle,star,low,high,low,14.9,63.55,76.83,80.29,0,triangle,triangle,low,low,high,53.78,13.69,37.93,92.67,Нет
1,star,square,low,high,high,77.12,42.15,56.71,98.12,0,star,hexagon,medium,high,medium,2.07,47.9,61.81,46.88,Нет
0,square,triangle,medium,low,low,51.76,2.6,60.84,27.88,1,star,square,medium,high,high,57.34,94.49,76.37,23.18,Да
0,circle,triangle,low,medium,high,67.27,92.05,60.34,46.32,1,circle,star,medium,low,medium,7.05,81.22,71.01,73.51,Нет
1,hexagon,triangle,medium,low,low,69.4,7.51,3.68,80.87,1,square,triangle,low,low,low,52.76,97.36,13.67,89.42,Да
1,circle,triangle,high,medium,high,19.72,15.63,17.23,55.19,1,square,triangle,low,high,low,82.53,86.03,11.54,91.27,Да
1,square,triangle,high,medium,high,97.09,89.71,72.79,35.5,0,triangle,star,low,medium,medium,53.89,31.02,92.42,43.11,Да
0,square,triangle,medium,medium,high,10.55,27.53,64.57,15.84,1,circle,square,low,low,medium,37.35,17.92,7.95,35.95,Да
1,circle,hexagon,high,high,high,60.58,81.77,44.53,56.18,0,triangle,triangle,medium,medium,high,88.26,21.05,21.84,92.93,Да
0,circle,square,low,low,medium,14.63,17.07,2.04,59.84,1,triangle,triangle,low,medium,high,92.76,21.69,43.83,5.28,Нет
1,square,star,medium,high,medium,87.73,4.82,41.68,72.07,0,square,square,medium,medium,high,34.75,7.57,82.1,75.05,Да
0,square,circle,medium,high,high,17.32,23.47,24.8,79.05,0,circle,star,low,low,low,49.9,90.68,60.26,17.75,Нет
0,hexagon,star,medium,high,low,44.1,74.2,69.73,11.81,0,star,circle,medium,medium,low,98.29,50.25,57.12,46.55,Да
0,square,hexagon,medium,low,low,8.69,66.26,82.47,62.8,1,square,triangle,high,high,low,17.81,10.13,69.2,95.37,Да
0,square,hexagon,medium,high,medium,44.8,31.06,50.38,78.14,0,triangle,triangle,low,high,medium,29.82,76.26,80.22,58.11,Да
