obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_nom_2,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj1_qnt_4,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_nom_2,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,obj2_qnt_4,Collision
0,hexagon,square,square,low,medium,low,4.31,67.53,15.89,14.55,55.92,1,square,star,circle,high,high,low,89.13,93.16,38.74,30.95,32.75,Да
0,star,hexagon,star,medium,medium,low,99.35,11.85,77.2,61.4,87.98,1,hexagon,circle,triangle,low,high,medium,34.46,68.95,96.46,21.85,95.3,Да
1,square,square,circle,high,high,low,2.68,69.22,75.93,46.95,42.6,0,square,star,square,high,medium,low,17.42,34.44,13.79,96.11,11.83,Да
0,star,circle,square,low,medium,low,5.02,23.88,14.14,89.7,72.27,0,hexagon,star,triangle,low,medium,medium,50.06,0.69,16.01,1.66,24.65,Да
0,hexagon,triangle,circle,medium,medium,high,32.46,57.25,3.1,51.96,28.66,1,triangle,square,star,medium,high,high,78.15,80.24,27.65,16.76,86.83,Да
1,triangle,star,star,high,medium,medium,83.16,17.25,68.53,94.29,91.18,0,square,triangle,circle,low,high,low,37.13,96.93,46.76,46.7,58.43,Да
1,star,square,circle,medium,high,low,25.72,72.6,85.53,35.33,45.51,0,triangle,circle,square,low,medium,low,65.2,98.24,18.1,16.71,54.74,Да
1,circle,triangle,star,low,high,medium,47.19,6.09,75.41,96.69,80.37,1,circle,triangle,triangle,high,medium,low,30.42,42.34,34.02,16.69,59.43,Да
0,square,star,circle,low,medium,medium,1.8,16.54,20.28,87.52,25.58,0,square,square,circle,high,medium,high,71.98,7.05,10.37,63.43,25.23,Нет
1,square,hexagon,hexagon,low,high,medium,7.89,18.41,58.38,58.43,69.36,0,square,triangle,triangle,high,high,low,66.87,31.38,43.0,81.9,76.14,Нет
1,hexagon,square,circle,medium,medium,medium,60.8,4.13,75.74,35.37,40.52,0,square,star,square,high,high,low,68.08,30.97,82.75,66.16,49.65,Да
1,hexagon,square,circle,low,high,high,19.44,74.5,25.58,37.59,3.14,1,circle,hexagon,circle,low,low,high,64.59,10.24,59.51,10.15,4.26,Нет
0,triangle,hexagon,hexagon,medium,medium,low,69.43,98.1,52.77,77.28,41.3,0,circle,circle,square,medium,medium,high,15.63,52.47,81.02,89.54,17.72,Нет
1,hexagon,hexagon,square,high,high,low,78.54,77.84,31.45,58.06,55.0,0,triangle,circle,star,high,low,high,88.8,60.46,13.57,92.27,81.66,Да
0,star,circle,star,high,medium,medium,85.03,86.06,22.56,40.16,15.18,0,circle,star,star,low,medium,low,58.58,72.88,39.94,28.1,34.5,Да
0,square,star,triangle,high,high,low,13.38,0.6,96.96,63.61,18.39,1,hexagon,triangle,hexagon,medium,high,low,38.24,5.1,3.93,55.31,77.34,Да
1,triangle,triangle,square,high,high,medium,45.55,11.79,91.26,73.32,46.49,1,star,circle,circle,medium,medium,low,17.23,27.54,37.0,48.52,66.34,Да
0,hexagon,hexagon,star,low,medium,high,94.71,55.9,44.57,2.29,34.27,1,square,square,star,medium,medium,medium,78.36,35.52,61.45,66.82,30.15,Да
0,circle,circle,circle,low,low,low,77.21,97.79,13.68,8.99,44.07,0,triangle,square,hexagon,low,high,low,50.9,89.22,56.89,97.79,12.7,Да
0,square,star,square,medium,medium,medium,11.7,66.07,72.79,9.45,46.08,1,triangle,triangle,circle,high,high,low,14.73,90.14,6.03,98.64,80.69,Да
1,triangle,star,circle,high,medium,low,50.25,37.41,25.57,23.19,14.01,0,triangle,square,square,low,medium,medium,92.14,26.0,6.21,50.91,64.31,Да
0,square,square,square,high,low,medium,92.24,14.61,16.85,42.7,18.12,1,triangle,hexagon,triangle,high,medium,medium,10.61,48.73,30.51,9.19,30.08,Да
1,star,circle,square,medium,high,low,44.0,15.28,38.15,80.36,84.82,1,square,star,triangle,medium,medium,low,52.42,42.48,77.14,33.45,52.33,Да
0,hexagon,circle,triangle,medium,low,high,83.74,36.28,52.98,35.11,16.27,0,triangle,circle,square,medium,medium,medium,61.06,52.67,2.06,41.36,61.19,Да
1,hexagon,square,hexagon,medium,medium,low,49.58,71.38,9.74,1.75,66.59,0,square,star,star,low,medium,low,99.9,28.61,61.59,53.46,0.21,Да
0,hexagon,triangle,square,medium,low,high,10.68,3.18,57.17,48.34,41.85,0,triangle,triangle,triangle,medium,high,high,14.09,46.29,18.37,96.04,67.05,Да
0,circle,hexagon,circle,high,high,high,14.79,85.22,1.53,99.66,96.82,0,triangle,star,square,low,medium,high,61.36,14.54,94.43,26.24,65.61,Нет
1,star,square,triangle,low,medium,medium,4.67,94.16,89.19,34.9,6.61,0,star,circle,hexagon,high,high,high,47.67,70.96,43.02,53.67,8.26,Да
0,circle,hexagon,square,high,medium,medium,19.53,88.88,92.07,96.13,83.04,0,hexagon,circle,hexagon,medium,low,high,25.71,36.97,4.79,29.1,78.78,Да
1,star,circle,hexagon,medium,high,low,89.36,91.3,73.31,10.13,49.14,0,circle,triangle,square,high,low,medium,94.22,54.24,71.36,91.95,82.51,Да
1,star,square,circle,low,high,high,65.02,1.53,46.65,17.31,0.54,1,circle,circle,circle,medium,medium,low,79.08,60.46,48.46,99.0,29.02,Да
0,star,triangle,triangle,high,medium,medium,73.89,97.78,25.49,72.41,26.37,1,circle,square,star,high,low,medium,77.71,83.65,88.12,87.07,16.22,Да
1,hexagon,hexagon,star,medium,high,high,62.17,36.64,74.41,50.12,40.77,1,hexagon,star,star,medium,high,high,89.92,8.18,65.18,33.87,68.65,Да
0,hexagon,hexagon,hexagon,low,low,high,38.65,86.93,93.18,76.51,31.42,0,square,hexagon,square,high,low,high,72.5,48.27,69.25,27.79,12.34,Да
1,hexagon,hexagon,star,low,low,high,21.69,18.68,15.85,86.36,36.24,1,circle,hexagon,triangle,medium,low,low,50.67,89.41,76.73,43.12,85.8,Да
1,circle,circle,star,medium,low,low,92.56,44.65,46.58,25.11,91.67,0,circle,hexagon,star,low,high,medium,39.15,32.98,42.04,74.76,48.01,Да
1,triangle,hexagon,triangle,low,low,high,51.48,4.42,31.53,68.28,36.09,1,circle,triangle,star,high,medium,high,70.41,44.45,79.25,0.93,90.98,Да
0,star,star,triangle,high,high,high,48.11,4.01,35.67,60.76,41.88,1,square,hexagon,hexagon,high,high,medium,60.28,8.51,5.06,99.51,64.22,Да
0,circle,hexagon,triangle,high,low,low,99.61,94.33,40.58,86.15,76.11,0,hexagon,star,hexagon,low,high,low,54.29,75.07,76.55,88.34,28.51,Да
0,hexagon,circle,star,high,low,low,38.39,81.06,95.18,43.01,79.38,1,hexagon,circle,hexagon,low,medium,low,58.91,8.5,63.63,2.38,46.8,Нет
0,hexagon,square,circle,low,medium,medium,85.41,52.98,25.86,5.19,8.41,1,square,square,star,low,high,medium,65.53,63.1,56.67,38.21,52.93,Да
1,triangle,hexagon,triangle,low,high,high,86.23,52.55,49.27,57.42,70.41,1,star,hexagon,star,medium,medium,low,96.87,37.42,31.82,68.78,81.52,Да
0,hexagon,hexagon,hexagon,medium,high,high,23.27,74.88,95.15,95.89,48.26,1,triangle,hexagon,star,low,high,medium,75.32,33.82,11.41,24.14,86.19,Да
0,star,square,triangle,medium,high,low,9.48,34.17,47.61,1.46,13.39,1,square,hexagon,triangle,medium,low,medium,17.64,58.55,64.72,14.28,68.3,Да
1,square,star,triangle,low,medium,low,97.56,76.19,86.36,24.03,26.47,0,triangle,square,triangle,medium,medium,medium,46.68,56.77,47.17,62.93,29.42,Да
0,hexagon,circle,triangle,high,medium,medium,42.59,48.5,5.88,31.61,4.5,0,hexagon,star,triangle,low,medium,high,67.82,40.55,21.78,90.35,52.86,Да
0,triangle,square,star,low,high,low,0.22,63.79,95.3,76.58,36.02,1,triangle,hexagon,circle,low,low,high,17.57,27.83,4.34,95.56,13.06,Да
1,square,circle,circle,high,low,low,49.9,96.48,18.75,32.33,25.54,0,circle,circle,star,medium,low,medium,93.27,50.82,53.88,1.03,23.01,Да
0,star,square,triangle,medium,medium,low,61.93,47.13,97.99,23.91,38.21,0,triangle,triangle,star,high,medium,low,7.7,26.71,12.63,87.45,30.31,Да
0,star,triangle,star,low,medium,low,77.61,41.84,17.56,64.86,58.03,1,triangle,square,square,high,low,low,61.1,10.26,92.94,56.08,7.28,Да
0,star,star,hexagon,low,medium,medium,94.29,90.57,44.44,4.64,73.23,0,hexagon,star,square,low,high,high,97.59,79.92,15.06,23.77,88.5,Да
0,triangle,triangle,circle,low,high,high,91.52,90.26,30.86,17.06,60.54,0,star,circle,circle,high,high,medium,72.79,70.23,3.2,61.69,12.26,Да
0,square,square,star,high,low,high,94.01,99.24,43.32,40.8,67.84,0,triangle,square,square,medium,high,high,67.73,8.44,26.2,99.58,69.68,Нет
1,star,square,square,medium,medium,high,3.21,55.09,25.05,35.56,86.56,1,hexagon,square,triangle,high,low,medium,99.74,16.26,17.5,27.62,50.57,Да
0,hexagon,circle,hexagon,high,medium,high,71.18,34.43,96.53,34.72,87.38,1,circle,triangle,circle,medium,low,low,79.18,10.02,79.12,27.69,83.18,Да
0,square,square,hexagon,medium,high,high,22.59,24.04,30.57,10.86,86.07,1,triangle,triangle,circle,low,low,low,97.03,79.07,28.93,69.89,74.1,Да
0,star,circle,square,high,low,low,18.76,3.41,65.33,36.08,15.32,1,triangle,star,circle,low,medium,high,69.89,77.29,24.52,4.32,75.97,Да
0,square,circle,star,medium,medium,high,80.03,72.67,13.74,79.8,25.11,1,circle,hexagon,hexagon,high,high,low,66.55,40.8,99.48,82.05,41.83,Да
0,hexagon,square,star,high,high,low,41.71,23.35,82.44,41.38,50.23,1,square,triangle,square,low,medium,medium,76.26,82.14,15.01,65.25,83.4,Да
0,circle,circle,hexagon,low,high,high,91.66,60.66,54.25,58.62,35.87,1,star,star,star,low,medium,low,18.88,97.4,8.5,84.12,9.47,Нет
0,star,star,star,high,medium,high,4.24,91.66,97.94,16.36,13.17,0,circle,square,hexagon,medium,medium,low,80.58,97.05,30.56,23.07,44.44,Нет
0,hexagon,triangle,square,low,high,low,80.22,95.02,42.34,6.97,28.78,1,circle,hexagon,triangle,medium,high,high,97.01,98.09,40.51,84.72,99.46,Да
1,triangle,square,star,low,high,high,13.68,0.44,19.54,88.0,97.54,0,circle,circle,hexagon,medium,high,medium,61.16,84.64,76.04,44.86,94.81,Да
0,star,circle,hexagon,low,medium,low,17.66,31.71,34.6,33.14,34.69,1,square,square,triangle,medium,high,high,1.24,21.7,95.54,13.27,8.22,Да
0,circle,circle,star,high,high,medium,47.74,83.74,73.7,35.03,41.89,1,circle,star,star,low,low,high,7.21,5.74,76.37,90.14,57.3,Нет
0,hexagon,circle,circle,low,low,medium,39.56,53.64,65.91,87.77,0.64,1,square,circle,star,medium,high,low,23.47,81.17,72.66,70.5,31.57,Да
1,hexagon,circle,square,high,low,medium,48.62,80.75,77.83,70.78,71.94,1,star,square,square,medium,low,medium,49.11,30.85,99.14,16.83,72.85,Да
0,square,star,square,medium,medium,high,94.0,85.33,7.35,75.63,41.36,0,square,triangle,hexagon,medium,low,medium,41.38,33.78,76.54,24.65,73.58,Нет
1,star,square,triangle,high,low,high,65.74,44.26,58.04,68.2,10.31,1,star,star,star,high,low,high,97.92,7.3,13.95,26.89,0.01,Да
0,circle,square,star,high,low,high,29.03,35.9,93.22,10.58,96.86,0,star,circle,triangle,medium,high,high,94.56,71.47,46.15,96.33,84.58,Нет
0,triangle,star,square,high,medium,high,17.29,45.54,10.79,95.8,77.74,0,star,triangle,star,low,high,low,39.27,43.08,50.35,88.62,22.36,Да
0,square,star,star,medium,high,low,42.0,65.28,9.43,90.91,72.62,0,hexagon,circle,square,low,high,medium,79.43,20.43,30.48,34.63,96.59,Да
0,star,star,circle,medium,low,medium,45.16,36.72,71.66,23.62,95.79,1,star,hexagon,triangle,medium,high,medium,63.64,65.25,16.43,46.66,90.54,Да
1,circle,square,hexagon,medium,high,low,60.13,77.5,31.52,80.4,40.75,1,square,hexagon,circle,high,medium,low,24.31,97.99,71.17,28.53,19.07,Да
1,square,hexagon,hexagon,low,medium,medium,26.6,90.4,65.86,40.94,71.85,0,hexagon,star,square,high,high,high,93.12,49.84,27.75,74.26,63.63,Да
0,circle,triangle,triangle,high,low,medium,76.75,28.23,54.54,68.38,20.62,1,circle,circle,square,high,high,medium,25.95,60.64,62.47,16.12,29.64,Нет
0,circle,star,triangle,high,medium,low,9.85,96.5,98.61,16.56,69.71,1,circle,hexagon,circle,high,high,low,87.03,16.29,32.26,33.86,10.3,Нет
0,square,star,square,low,high,low,56.05,62.27,88.91,53.86,1.41,1,triangle,square,star,medium,high,high,63.76,16.1,50.62,60.61,87.4,Да
0,square,square,square,low,medium,low,62.35,87.82,67.81,12.66,12.63,0,star,square,square,medium,high,low,62.11,45.82,33.71,87.73,18.08,Да
1,star,square,square,high,low,medium,20.68,10.39,26.17,53.62,42.53,0,triangle,hexagon,circle,low,medium,medium,83.84,84.48,41.18,63.56,42.1,Да
0,square,triangle,circle,low,medium,low,82.6,25.15,26.19,24.36,1.21,0,star,hexagon,circle,low,medium,high,49.43,90.92,73.21,93.97,92.42,Нет
1,star,circle,triangle,low,medium,high,61.54,32.1,88.22,45.25,46.2,0,star,star,square,high,low,low,85.34,64.18,88.38,93.08,7.54,Да
1,circle,square,triangle,medium,medium,low,64.57,30.28,58.53,66.8,52.28,0,square,star,hexagon,high,low,low,55.02,36.05,50.87,71.83,55.06,Да
1,square,triangle,hexagon,low,high,medium,49.77,17.19,78.93,87.71,62.16,1,square,square,square,low,high,low,98.46,75.0,61.03,27.87,57.21,Нет
0,star,square,triangle,low,high,medium,90.96,86.82,44.99,16.53,10.04,0,circle,triangle,hexagon,low,low,medium,65.99,29.19,86.44,68.31,76.31,Нет
0,star,square,triangle,high,high,low,69.39,41.86,10.31,89.33,18.1,0,hexagon,circle,star,high,medium,medium,37.41,21.96,14.32,19.27,82.71,Да
1,triangle,square,circle,low,high,low,38.18,96.31,33.27,39.0,61.33,0,circle,triangle,circle,low,high,medium,76.34,79.54,16.22,33.32,42.41,Да
1,star,hexagon,square,low,low,medium,23.86,58.35,16.11,84.38,65.82,0,star,star,triangle,high,low,low,50.99,75.13,35.92,75.79,74.37,Да
1,star,hexagon,circle,low,high,medium,7.11,13.84,78.18,51.25,2.59,1,hexagon,triangle,square,medium,low,medium,80.6,88.21,30.91,85.06,91.04,Да
0,triangle,star,star,medium,high,low,16.54,54.59,70.05,86.22,54.04,1,triangle,star,triangle,high,medium,low,83.35,57.65,98.64,41.68,88.63,Нет
0,hexagon,hexagon,hexagon,high,low,high,99.27,99.35,8.84,66.28,78.5,0,star,triangle,star,medium,high,low,61.69,89.67,56.41,52.34,50.18,Да
1,square,triangle,hexagon,medium,high,high,40.68,56.52,62.14,50.87,6.91,1,square,square,square,medium,low,low,87.22,2.65,52.39,38.61,60.7,Нет
0,triangle,square,hexagon,low,medium,high,89.87,0.19,87.41,31.25,41.32,0,circle,star,triangle,medium,medium,high,40.34,25.37,57.87,47.93,67.28,Да
0,star,hexagon,square,high,high,medium,17.06,93.31,69.74,96.89,32.65,0,circle,square,star,low,high,low,5.74,80.45,87.52,51.25,81.91,Да
0,star,square,square,high,low,high,42.54,23.49,51.11,80.09,91.37,0,triangle,triangle,hexagon,low,medium,medium,66.26,42.37,24.35,69.18,50.77,Да
1,square,circle,square,low,medium,high,96.05,68.85,31.19,38.12,18.58,1,circle,hexagon,star,high,high,low,76.45,23.94,51.1,75.05,11.19,Да
0,circle,star,hexagon,medium,low,low,9.11,51.51,88.71,16.67,31.84,1,circle,hexagon,square,medium,high,medium,7.28,79.61,27.1,97.5,38.53,Да
0,triangle,hexagon,hexagon,low,medium,low,59.4,32.54,42.28,77.95,89.84,0,hexagon,circle,square,high,high,high,77.09,82.23,78.06,43.77,72.02,Да
1,hexagon,square,hexagon,medium,medium,high,91.92,28.26,85.54,98.99,33.07,0,star,hexagon,square,medium,medium,high,63.92,45.63,77.71,8.31,62.38,Да
1,square,circle,star,low,medium,medium,94.97,92.88,78.3,27.9,53.13,0,hexagon,circle,star,medium,high,low,11.64,46.66,95.74,68.82,75.35,Да
0,square,star,star,high,low,high,84.6,91.19,81.62,91.59,3.3,1,hexagon,triangle,square,high,low,medium,53.99,78.09,44.68,49.83,50.0,Да
1,triangle,star,hexagon,high,medium,low,85.59,51.31,98.98,12.54,98.49,0,circle,circle,star,high,high,high,10.87,77.13,15.87,84.1,17.44,Да
1,star,circle,square,medium,medium,low,65.22,25.85,74.88,95.22,82.49,0,star,circle,circle,high,high,high,32.16,86.66,89.64,14.65,11.52,Нет
0,star,hexagon,square,low,medium,low,22.04,10.23,3.4,74.53,63.44,1,circle,circle,circle,high,medium,high,80.4,64.55,89.06,64.49,48.13,Да
1,hexagon,hexagon,star,medium,medium,high,73.07,15.66,20.54,34.66,6.08,0,circle,square,circle,low,high,medium,10.08,18.59,23.47,45.93,20.57,Да
1,triangle,square,star,high,medium,medium,97.84,52.23,3.52,30.46,7.49,1,hexagon,circle,triangle,medium,low,low,45.94,54.97,27.63,41.93,98.23,Да
0,square,triangle,hexagon,high,high,high,52.59,30.78,18.99,64.34,54.5,0,square,star,circle,medium,low,low,60.57,38.24,31.34,56.49,19.88,Да
0,triangle,square,hexagon,medium,low,low,26.07,4.21,6.14,59.35,28.51,1,square,triangle,circle,low,high,high,94.05,2.7,45.18,68.42,56.68,Да
0,circle,square,square,medium,medium,low,57.35,45.52,50.16,91.89,62.28,0,hexagon,square,star,medium,medium,low,73.73,19.65,82.9,85.09,0.18,Да
1,square,square,triangle,medium,medium,low,69.06,74.62,2.82,76.62,59.82,0,hexagon,star,star,low,low,high,13.92,20.56,14.44,23.51,25.36,Да
0,hexagon,circle,square,medium,medium,low,20.83,89.17,47.26,54.04,83.87,1,circle,triangle,square,medium,medium,medium,96.89,8.23,70.04,29.31,25.91,Да
1,hexagon,star,square,medium,medium,high,71.92,58.53,89.88,92.76,28.14,0,star,square,square,low,high,low,47.8,45.33,35.28,54.86,73.8,Да
0,square,star,hexagon,low,medium,high,58.74,72.33,74.86,59.27,57.79,1,circle,triangle,square,low,medium,medium,36.97,50.8,19.57,34.66,49.56,Да
0,star,triangle,triangle,medium,high,medium,61.23,36.41,94.4,84.97,77.74,0,circle,hexagon,star,medium,high,low,12.87,34.0,33.84,56.83,1.21,Да
1,square,hexagon,triangle,medium,high,low,30.6,49.62,22.66,84.09,49.08,1,triangle,triangle,star,medium,high,medium,93.35,41.24,53.33,20.02,37.92,Да
1,square,square,hexagon,high,medium,high,15.53,72.96,53.11,91.92,83.06,0,circle,hexagon,circle,medium,medium,medium,58.62,54.95,92.14,30.76,64.48,Да
0,circle,circle,circle,high,medium,high,62.34,72.77,31.86,6.76,13.13,1,star,hexagon,hexagon,high,low,low,98.8,12.05,62.83,32.48,63.67,Да
1,square,circle,hexagon,low,medium,low,58.62,42.45,49.38,58.38,73.39,1,circle,triangle,star,medium,high,high,17.39,56.23,60.71,99.23,5.39,Да
0,triangle,square,star,medium,low,high,33.8,54.37,55.71,46.84,94.3,0,hexagon,hexagon,hexagon,medium,high,high,54.58,70.99,10.87,85.43,92.89,Да
1,triangle,circle,triangle,medium,low,low,29.59,92.39,3.62,49.05,33.19,0,star,square,star,medium,high,medium,10.99,87.48,7.98,83.77,24.7,Да
0,hexagon,circle,hexagon,high,high,medium,34.72,63.2,23.33,45.99,36.63,1,hexagon,hexagon,star,high,low,medium,52.43,30.16,12.95,51.36,89.15,Да
0,star,square,square,high,high,low,48.99,64.26,70.48,83.75,8.35,1,triangle,circle,triangle,medium,low,high,88.98,74.74,9.55,46.68,21.34,Да
1,hexagon,triangle,square,high,low,low,97.48,78.46,77.29,31.84,64.15,1,triangle,square,hexagon,low,high,low,10.93,60.6,57.64,7.01,56.79,Да
0,circle,circle,square,medium,medium,high,76.36,11.52,56.95,46.28,55.25,0,star,square,triangle,low,low,low,26.96,50.28,45.26,19.73,40.61,Нет
0,square,star,hexagon,medium,high,medium,85.17,52.29,27.08,20.07,4.03,1,square,square,circle,high,medium,medium,68.24,91.96,0.5,89.53,58.13,Да
1,hexagon,star,circle,low,medium,medium,50.56,95.94,40.51,25.17,75.22,1,square,circle,triangle,high,medium,low,7.63,62.0,35.11,52.56,49.79,Да
1,square,star,star,high,medium,high,52.61,36.17,9.6,66.04,82.93,1,star,circle,triangle,high,medium,medium,45.4,36.61,12.74,98.74,0.2,Да
0,hexagon,square,square,high,high,medium,20.43,29.49,95.32,11.69,90.71,0,star,circle,circle,high,medium,low,33.31,71.29,98.81,59.18,35.13,Да
1,square,star,hexagon,high,low,medium,72.1,60.12,86.87,18.78,54.57,0,hexagon,circle,hexagon,high,high,medium,83.81,95.99,46.02,37.75,1.12,Да
0,hexagon,hexagon,circle,high,low,low,42.16,22.11,6.56,52.8,45.26,0,triangle,circle,square,medium,medium,low,4.91,91.82,42.61,27.41,68.34,Нет
0,triangle,circle,triangle,high,low,high,74.24,55.59,16.65,4.38,87.61,1,star,star,star,low,low,medium,86.34,98.03,64.42,91.84,85.35,Да
1,circle,triangle,triangle,medium,medium,medium,40.91,15.57,58.11,12.69,39.87,1,circle,star,hexagon,low,high,high,70.36,9.51,35.71,37.07,38.47,Да
0,hexagon,star,star,medium,medium,medium,10.85,57.98,23.24,86.34,65.54,0,hexagon,circle,circle,medium,low,high,29.72,44.34,71.55,14.61,52.48,Да
0,triangle,square,hexagon,high,medium,medium,17.31,60.24,93.44,84.61,61.54,0,triangle,square,triangle,high,medium,high,19.78,43.27,90.48,27.83,6.58,Да
0,star,triangle,hexagon,high,low,low,81.16,41.84,75.56,34.78,37.22,0,hexagon,hexagon,square,medium,high,high,95.02,38.38,49.89,64.56,38.52,Да
0,hexagon,square,square,medium,medium,low,25.86,38.27,27.33,34.8,8.69,0,triangle,hexagon,triangle,high,high,medium,55.39,17.85,38.29,13.3,13.89,Да
0,square,triangle,circle,medium,high,high,26.44,24.55,0.61,93.65,2.14,1,circle,star,star,low,high,low,34.48,83.22,52.19,9.16,6.47,Да
1,circle,triangle,star,low,medium,high,92.94,33.09,79.94,2.58,42.82,0,triangle,circle,circle,low,medium,medium,4.45,67.31,60.36,45.76,17.2,Нет
1,triangle,circle,circle,medium,high,low,65.76,49.83,42.41,58.03,48.12,0,hexagon,triangle,square,high,low,medium,16.58,60.6,84.77,8.37,87.08,Да
0,triangle,triangle,star,low,low,high,11.43,24.77,64.24,59.74,82.27,1,triangle,hexagon,hexagon,medium,high,medium,59.82,44.69,39.45,39.29,98.22,Да
1,circle,hexagon,hexagon,high,medium,high,14.36,78.28,28.7,78.79,41.44,1,hexagon,hexagon,hexagon,high,low,low,51.31,38.85,5.14,32.27,87.92,Да
1,hexagon,hexagon,hexagon,high,medium,high,27.24,70.9,14.29,95.18,28.12,0,star,square,circle,high,medium,medium,75.76,78.65,63.07,39.15,96.97,Да
1,square,hexagon,star,high,low,low,59.4,26.93,67.53,35.58,46.21,0,circle,hexagon,circle,low,medium,high,83.48,52.68,98.69,48.78,73.08,Да
1,star,square,circle,medium,medium,low,75.28,9.74,45.03,43.78,23.8,0,hexagon,star,triangle,high,low,high,39.72,60.77,85.42,18.53,15.97,Да
0,hexagon,circle,triangle,medium,high,medium,27.45,0.02,23.52,67.13,9.14,0,square,circle,square,medium,high,medium,10.09,10.0,75.83,44.24,56.32,Да
1,circle,square,triangle,high,low,medium,87.06,59.67,13.76,96.73,11.3,1,square,circle,star,high,low,high,79.15,47.15,17.65,36.15,73.16,Да
1,hexagon,star,square,high,high,medium,10.92,21.14,58.05,89.08,31.92,0,triangle,hexagon,circle,low,high,high,55.37,13.03,74.86,79.55,51.35,Да
1,hexagon,hexagon,square,low,low,medium,20.76,1.26,72.55,66.71,1.27,0,star,triangle,square,medium,high,low,97.98,5.38,8.15,69.47,55.47,Да
1,circle,circle,circle,medium,high,high,97.05,35.91,28.39,85.67,22.02,0,star,star,circle,medium,low,medium,79.63,68.93,49.39,87.25,58.62,Да
1,circle,hexagon,hexagon,medium,high,high,13.47,96.2,73.51,8.52,78.75,0,square,hexagon,circle,low,high,medium,32.91,27.48,37.09,66.9,46.68,Да
1,star,circle,circle,low,high,low,88.81,68.99,18.31,37.71,23.46,1,triangle,star,hexagon,low,high,high,42.85,96.51,90.53,12.11,29.06,Да
0,circle,square,star,high,medium,high,70.39,85.78,33.84,1.31,11.07,0,star,triangle,square,high,high,medium,23.56,60.55,15.98,50.71,63.7,Да
1,circle,square,triangle,high,medium,high,7.31,14.47,74.49,17.75,94.91,1,star,star,hexagon,low,medium,medium,51.2,64.52,78.89,74.25,5.35,Да
1,circle,hexagon,square,medium,medium,high,48.37,7.33,66.01,63.05,62.25,0,triangle,star,hexagon,low,high,high,71.07,19.68,4.85,84.17,17.09,Да
1,triangle,triangle,circle,medium,medium,medium,51.9,1.15,27.05,88.56,6.0,0,hexagon,star,square,low,low,high,61.25,12.89,70.18,18.13,92.53,Да
1,circle,circle,circle,high,medium,low,93.21,95.57,12.21,63.28,6.22,0,square,circle,hexagon,low,medium,medium,34.21,52.54,29.38,22.35,48.88,Да
0,circle,star,star,low,high,medium,42.11,30.02,4.25,66.41,61.21,1,star,triangle,triangle,medium,high,low,82.33,92.56,97.59,86.22,82.17,Да
0,circle,triangle,hexagon,low,medium,high,44.68,45.95,83.79,10.38,54.01,1,hexagon,circle,star,medium,medium,high,10.51,5.57,67.17,48.54,72.65,Да
1,star,square,hexagon,low,high,high,11.25,39.45,7.51,66.49,6.84,0,hexagon,square,star,medium,low,medium,14.26,50.82,30.89,45.24,32.07,Да
1,hexagon,circle,triangle,medium,low,low,63.92,73.05,11.48,45.43,22.43,1,hexagon,hexagon,triangle,low,medium,high,40.42,19.87,23.55,49.41,80.36,Да
1,circle,triangle,square,low,high,medium,21.09,31.0,23.77,65.14,92.9,1,hexagon,circle,circle,high,medium,medium,70.22,78.2,63.93,17.33,9.13,Да
1,circle,star,hexagon,medium,medium,high,7.75,53.55,44.57,32.62,57.2,0,circle,star,hexagon,high,high,medium,69.42,68.19,27.27,62.76,87.5,Нет
0,star,triangle,hexagon,medium,low,low,99.69,99.56,78.98,58.15,44.03,1,circle,square,star,high,low,low,36.65,9.72,18.68,80.8,68.06,Да
1,hexagon,star,hexagon,high,medium,high,26.96,44.41,24.75,42.41,25.02,1,triangle,triangle,square,high,low,high,69.66,61.63,64.77,83.71,92.71,Да
0,star,square,circle,high,low,high,14.11,55.13,54.35,55.86,13.37,1,square,triangle,circle,medium,medium,low,6.06,98.36,72.43,3.04,89.55,Да
0,square,circle,hexagon,low,high,low,69.95,50.25,9.04,14.71,40.26,1,triangle,circle,star,high,high,high,29.0,52.81,23.8,71.52,38.03,Да
1,square,square,star,low,low,low,82.17,80.32,46.45,39.58,92.24,1,circle,star,hexagon,medium,medium,low,69.38,28.54,53.59,9.12,85.68,Да
1,square,circle,triangle,medium,medium,high,6.41,26.68,17.76,37.43,4.87,0,triangle,star,star,high,medium,high,18.4,15.21,66.36,96.69,56.3,Да
0,circle,triangle,hexagon,high,low,low,10.54,17.04,21.12,73.64,99.1,0,triangle,triangle,hexagon,high,medium,low,21.27,98.96,94.19,48.22,15.71,Нет
1,star,square,square,high,high,high,9.02,75.41,36.68,70.64,20.78,0,hexagon,star,circle,medium,high,low,8.69,56.38,80.34,77.54,82.96,Да
0,circle,circle,circle,medium,low,medium,4.7,41.56,76.13,90.89,40.88,1,star,hexagon,triangle,medium,medium,high,36.45,37.47,42.08,62.19,90.79,Да
