obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,Collision
1,triangle,star,high,low,high,41.47,34.73,21.33,32.86,0,circle,circle,low,low,medium,59.65,64.19,84.87,32.48,Да
1,hexagon,circle,low,high,high,2.42,73.35,33.91,47.98,0,star,circle,low,low,high,90.24,1.85,42.1,37.17,Нет
1,hexagon,square,low,low,medium,34.69,30.98,51.31,86.71,1,star,hexagon,high,high,high,20.06,74.85,21.64,48.09,Да
0,star,star,high,low,medium,80.67,20.08,63.78,25.21,0,triangle,hexagon,high,high,high,75.97,33.56,54.25,16.89,Да
0,hexagon,square,high,medium,medium,79.74,80.76,54.29,10.1,1,star,star,medium,high,high,68.47,38.83,86.34,57.75,Да
1,hexagon,circle,medium,medium,medium,49.47,80.54,47.3,86.46,1,square,square,medium,high,high,26.58,15.87,96.71,43.58,Да
0,square,triangle,low,medium,medium,47.26,49.76,44.32,2.63,0,star,hexagon,high,high,high,66.74,52.35,74.82,94.73,Да
1,star,triangle,high,high,high,57.95,52.67,49.83,91.1,1,square,hexagon,medium,low,high,92.44,74.46,0.56,93.62,Да
1,star,triangle,low,low,medium,21.94,69.61,43.44,30.57,0,star,square,medium,low,medium,91.84,27.3,13.47,56.55,Нет
0,triangle,hexagon,high,high,low,52.6,50.93,54.13,50.82,1,square,star,high,medium,medium,71.96,93.87,7.63,64.43,Да
0,star,square,high,low,medium,1.1,41.7,88.8,13.23,0,star,circle,low,medium,high,4.81,19.47,10.12,13.78,Да
0,circle,circle,high,high,low,47.56,99.49,63.28,90.23,0,square,star,high,low,low,87.23,6.63,38.3,22.33,Нет
0,square,square,high,low,low,33.61,14.76,72.26,74.98,1,star,square,high,medium,high,65.78,64.44,33.85,90.07,Да
0,triangle,triangle,medium,medium,low,67.49,59.27,59.75,92.42,0,circle,circle,medium,high,high,31.04,84.93,11.37,69.92,Да
1,circle,square,high,medium,low,63.84,88.59,64.3,68.32,0,triangle,circle,medium,medium,high,18.73,95.31,88.22,18.94,Да
0,hexagon,star,medium,high,medium,38.08,68.72,57.83,18.47,1,triangle,circle,high,high,low,11.62,76.72,61.54,57.02,Да
0,circle,square,medium,low,medium,0.73,88.09,2.69,30.83,1,triangle,star,low,high,medium,5.02,19.97,79.65,93.48,Да
1,triangle,hexagon,high,medium,medium,25.23,33.63,99.96,48.68,1,triangle,square,high,medium,low,75.41,97.77,37.15,34.52,Нет
0,star,hexagon,low,low,medium,63.33,27.2,3.36,60.73,1,circle,star,low,medium,low,23.58,91.94,41.02,18.58,Нет
0,square,triangle,low,high,medium,7.24,85.13,39.51,92.65,1,circle,star,low,high,low,2.43,16.32,31.76,94.2,Нет
0,triangle,circle,high,medium,high,10.76,39.41,10.51,38.4,0,star,triangle,high,low,low,39.73,55.88,43.84,46.13,Да
0,circle,star,high,high,low,64.7,70.97,9.69,70.31,0,circle,hexagon,high,medium,high,48.26,55.55,61.04,41.72,Да
0,circle,circle,high,high,low,75.58,14.77,79.35,96.1,0,triangle,star,high,medium,medium,16.92,44.25,49.3,26.76,Нет
1,triangle,circle,low,low,high,32.15,75.58,42.59,15.24,1,hexagon,triangle,low,low,low,4.4,98.43,83.79,89.16,Да
0,triangle,star,low,high,high,48.97,54.9,80.11,86.27,1,star,square,medium,medium,medium,18.91,5.96,90.01,84.56,Да
0,triangle,hexagon,high,high,medium,94.57,26.86,27.28,42.07,0,square,triangle,low,high,high,67.91,62.72,46.97,40.3,Да
1,star,triangle,low,low,medium,94.55,49.45,25.65,73.24,1,triangle,star,low,low,high,8.22,20.53,23.97,3.06,Нет
0,triangle,square,medium,low,low,30.75,69.69,25.12,29.35,0,triangle,square,low,low,medium,55.5,52.73,94.52,44.67,Да
1,hexagon,hexagon,low,high,medium,81.0,1.19,61.61,33.4,0,triangle,triangle,medium,high,high,14.64,77.97,73.5,18.09,Да
1,square,triangle,low,medium,low,59.39,63.75,81.5,2.71,1,circle,star,low,high,medium,19.57,24.67,64.01,14.27,Да
1,square,hexagon,high,medium,medium,97.55,54.16,45.23,97.14,1,square,square,low,high,low,39.31,39.34,74.54,39.31,Нет
0,hexagon,star,medium,low,medium,47.76,22.03,37.92,81.35,1,star,square,low,low,high,10.08,95.08,7.6,9.91,Да
0,circle,circle,high,high,low,77.47,75.3,97.36,9.39,1,triangle,hexagon,medium,high,high,17.32,76.15,6.76,95.75,Да
0,circle,star,low,medium,high,76.81,30.35,11.68,99.95,1,square,star,low,medium,medium,34.9,57.27,15.31,4.75,Да
0,circle,square,medium,low,high,49.74,27.69,48.66,60.5,1,hexagon,hexagon,medium,medium,high,32.97,22.2,14.75,40.14,Да
1,circle,star,high,low,medium,79.56,47.12,40.85,85.37,0,circle,square,medium,high,low,74.93,42.53,42.07,16.27,Да
1,star,circle,low,low,high,26.1,67.61,9.81,6.67,1,triangle,square,high,medium,high,7.48,77.41,15.74,68.88,Да
1,hexagon,hexagon,medium,high,medium,12.23,92.88,26.82,38.95,0,square,triangle,high,medium,high,86.05,82.05,85.45,7.88,Да
0,square,triangle,high,low,high,42.52,14.14,2.84,66.97,0,square,hexagon,high,low,high,81.62,24.46,57.81,54.68,Да
1,hexagon,square,medium,medium,high,94.36,39.65,87.7,10.64,0,triangle,circle,medium,high,medium,76.6,66.21,36.83,77.31,Да
0,square,hexagon,low,high,low,50.07,6.7,60.78,48.89,1,square,star,high,medium,low,30.94,9.5,6.96,95.01,Да
1,circle,triangle,high,medium,high,63.53,75.86,81.5,44.27,0,square,hexagon,high,high,low,82.29,2.32,59.1,69.85,Да
1,star,circle,low,medium,medium,62.42,44.77,52.16,21.6,1,star,square,high,high,high,18.28,54.87,11.65,9.95,Да
1,triangle,star,medium,medium,low,13.26,70.69,59.95,30.03,1,circle,triangle,medium,medium,high,12.44,22.44,74.32,8.85,Да
0,triangle,hexagon,low,high,high,39.03,32.22,70.09,96.71,1,star,star,low,medium,medium,4.5,7.89,80.28,73.16,Да
1,circle,triangle,medium,medium,low,70.69,84.43,90.8,28.86,1,circle,star,high,low,low,93.93,72.98,54.4,21.53,Да
1,circle,triangle,high,low,high,97.2,53.48,9.18,21.34,1,circle,triangle,high,low,high,30.8,49.8,14.96,44.72,Нет
0,hexagon,star,low,low,medium,16.8,94.36,33.09,53.62,0,star,square,high,low,low,91.76,79.63,78.69,97.66,Нет
1,star,hexagon,high,medium,medium,41.04,7.88,70.9,67.1,1,triangle,circle,high,medium,high,27.26,66.39,30.78,81.99,Да
1,star,hexagon,high,low,low,9.51,51.43,95.84,72.51,0,square,triangle,medium,low,high,90.76,72.98,22.27,84.66,Да
0,hexagon,circle,high,high,high,24.24,76.65,98.08,75.42,1,hexagon,circle,low,high,medium,90.39,30.74,47.06,86.08,Нет
0,star,hexagon,high,high,high,37.68,60.02,63.81,3.68,1,star,hexagon,low,low,low,92.37,26.33,92.26,61.95,Нет
0,star,star,low,low,low,54.06,2.32,19.36,39.38,1,star,star,high,low,low,49.62,60.09,29.74,74.39,Да
0,triangle,hexagon,low,low,low,23.06,97.23,11.92,77.4,0,triangle,square,low,low,high,86.59,20.01,90.56,35.9,Нет
1,star,circle,high,high,medium,22.76,29.83,94.6,90.49,0,square,circle,high,high,high,95.08,81.54,5.37,99.84,Да
1,circle,triangle,high,medium,low,77.78,24.93,43.39,60.22,0,star,square,high,high,medium,32.46,52.29,8.35,27.96,Да
0,triangle,hexagon,medium,high,high,96.26,48.57,19.48,5.23,0,hexagon,hexagon,low,medium,high,41.89,22.7,69.86,59.0,Нет
1,circle,star,high,medium,low,32.36,54.22,93.39,39.66,1,square,circle,low,low,low,71.92,62.52,19.06,28.21,Да
1,circle,hexagon,medium,low,medium,68.8,76.63,10.45,7.42,1,star,square,medium,high,medium,30.04,94.5,31.66,11.21,Да
0,hexagon,square,medium,low,low,25.81,39.33,72.96,74.85,0,star,square,high,high,low,75.38,8.21,13.64,56.76,Да
1,star,circle,high,medium,high,92.8,44.0,62.53,6.35,0,circle,hexagon,low,high,medium,7.39,10.93,33.22,35.33,Да
1,star,triangle,low,medium,low,67.29,53.5,8.77,18.57,0,circle,triangle,medium,medium,low,52.35,84.38,28.05,58.32,Да
1,star,square,medium,high,low,80.27,39.44,33.87,41.7,0,star,hexagon,low,medium,high,12.23,10.96,73.63,55.87,Нет
0,star,star,low,medium,low,4.94,91.45,14.99,46.26,1,triangle,circle,low,medium,low,29.33,3.94,70.2,54.23,Нет
1,triangle,hexagon,high,low,medium,59.85,85.13,60.45,40.65,1,circle,circle,high,low,low,25.86,34.79,95.49,12.33,Да
1,square,circle,high,low,medium,52.76,45.5,47.71,46.34,1,star,star,medium,high,medium,83.89,46.67,72.44,44.02,Да
1,circle,hexagon,high,low,medium,29.3,0.02,0.43,71.32,0,square,square,high,medium,low,19.35,56.94,69.48,81.2,Да
0,square,hexagon,high,medium,medium,26.24,90.09,97.57,36.93,0,hexagon,circle,low,medium,high,80.84,50.73,69.42,31.51,Нет
0,square,hexagon,medium,medium,high,58.0,12.43,34.96,54.78,1,circle,triangle,medium,high,medium,79.4,91.32,88.3,44.38,Да
1,square,hexagon,medium,low,high,70.65,24.45,25.82,30.34,0,star,triangle,high,high,medium,49.89,76.87,29.62,49.38,Да
1,triangle,circle,low,medium,medium,3.32,15.24,22.24,35.36,0,circle,hexagon,medium,low,low,23.38,98.38,30.01,86.27,Да
0,square,square,low,high,medium,56.74,17.98,15.88,61.38,0,square,circle,low,low,medium,22.69,47.65,74.12,65.56,Да
0,triangle,star,medium,high,medium,17.05,80.29,99.91,49.05,1,triangle,circle,medium,low,high,46.49,8.43,22.87,10.02,Нет
0,hexagon,square,high,medium,low,14.04,57.95,29.51,72.3,0,star,star,low,medium,low,0.88,95.55,91.2,86.52,Да
0,hexagon,circle,low,medium,high,62.31,95.61,40.55,56.05,1,square,star,high,medium,high,53.14,0.41,53.48,83.21,Да
1,hexagon,star,medium,low,low,31.09,23.15,87.14,80.36,0,hexagon,star,low,high,low,95.28,77.61,30.01,75.36,Нет
0,triangle,triangle,low,medium,medium,44.09,48.56,64.19,44.34,0,star,circle,low,low,low,15.47,3.13,77.61,46.61,Да
0,triangle,square,medium,low,high,36.0,97.74,36.87,49.1,1,hexagon,hexagon,medium,high,medium,57.33,76.12,31.23,75.75,Да
0,circle,circle,high,high,medium,64.83,82.64,89.83,67.0,1,triangle,hexagon,medium,low,medium,96.18,93.79,96.33,47.87,Да
0,square,circle,medium,medium,low,47.01,72.86,74.97,22.12,1,star,hexagon,high,low,medium,86.05,38.93,98.3,73.66,Да
1,star,circle,low,high,high,96.35,18.9,22.79,38.59,1,star,hexagon,medium,low,low,85.04,24.1,66.68,88.01,Да
1,star,star,medium,medium,low,35.24,76.94,64.37,62.48,0,square,triangle,high,low,medium,82.18,22.63,11.36,89.05,Да
1,square,hexagon,low,medium,high,74.03,34.76,92.24,2.89,0,circle,circle,low,high,high,30.9,49.17,26.32,45.46,Да
1,star,triangle,low,low,medium,25.73,53.05,49.65,43.7,1,star,square,low,high,medium,89.06,17.09,51.54,85.93,Нет
0,star,star,low,low,high,50.88,60.92,73.36,59.88,1,triangle,circle,medium,medium,high,94.13,67.29,85.14,10.15,Да
1,star,star,high,medium,low,55.26,60.94,97.11,96.74,0,star,hexagon,low,low,medium,49.58,36.84,18.49,10.18,Да
1,triangle,square,high,medium,low,32.91,72.65,69.04,87.7,0,star,triangle,low,high,low,35.46,32.31,10.44,54.83,Да
0,triangle,triangle,medium,low,low,47.18,66.17,10.24,28.07,0,star,triangle,high,low,medium,41.42,46.13,7.45,65.18,Да
1,triangle,circle,medium,high,low,27.93,6.84,24.46,50.72,1,star,circle,medium,low,high,33.42,54.26,50.7,15.3,Да
1,square,star,low,medium,medium,0.6,45.73,59.51,5.64,1,triangle,square,high,medium,high,21.24,14.19,88.47,47.22,Да
1,hexagon,triangle,high,low,low,21.56,66.4,27.56,24.08,0,square,hexagon,low,medium,medium,61.84,70.78,4.24,9.44,Да
0,star,square,medium,medium,medium,70.01,29.6,95.75,77.49,1,circle,triangle,low,high,high,56.26,88.29,21.23,60.21,Да
0,circle,hexagon,medium,low,high,77.1,31.31,40.54,12.33,0,triangle,hexagon,low,high,low,46.26,27.8,69.33,85.51,Да
0,triangle,triangle,high,high,low,28.02,12.46,45.72,25.77,1,triangle,hexagon,medium,medium,medium,9.58,18.04,82.59,73.76,Да
1,circle,circle,low,medium,high,40.8,41.86,70.16,94.4,1,hexagon,hexagon,low,high,high,79.69,76.05,80.74,37.83,Да
0,star,star,medium,medium,high,3.74,98.68,52.42,82.39,0,circle,star,low,high,medium,17.49,18.35,78.51,99.38,Нет
0,hexagon,hexagon,low,high,medium,23.71,28.53,38.21,78.18,0,square,hexagon,high,medium,medium,11.46,4.13,12.98,66.29,Да
1,circle,square,high,medium,low,77.92,53.14,7.66,86.46,1,square,hexagon,medium,low,medium,62.31,61.92,39.72,81.52,Да
0,star,circle,high,medium,medium,60.6,74.32,59.64,74.96,0,hexagon,square,low,low,medium,39.86,23.98,98.47,66.97,Да
1,star,hexagon,medium,medium,low,20.58,1.35,86.76,12.06,1,hexagon,square,high,medium,medium,5.98,17.18,98.89,98.94,Да
1,triangle,square,medium,low,high,25.74,90.04,68.58,51.66,0,triangle,star,low,low,low,35.56,98.16,60.24,82.14,Да
0,hexagon,circle,high,low,medium,81.68,38.66,38.15,44.42,0,square,star,high,low,medium,77.18,29.19,70.93,51.94,Да
1,star,star,low,medium,low,20.91,86.91,12.77,31.12,1,square,hexagon,low,medium,low,61.52,90.34,95.13,36.69,Да
1,hexagon,square,low,high,high,33.42,3.89,81.63,83.4,0,square,triangle,medium,high,medium,36.28,17.82,44.99,68.22,Да
1,triangle,hexagon,high,high,medium,66.44,14.57,94.17,46.41,1,triangle,triangle,medium,medium,high,19.18,81.9,13.69,59.02,Нет
0,circle,circle,medium,medium,medium,56.11,32.25,38.83,6.03,1,square,circle,high,medium,medium,63.18,50.2,66.89,62.94,Да
1,square,triangle,high,low,medium,46.09,34.55,72.86,27.5,1,star,triangle,low,low,medium,88.76,7.86,96.01,34.3,Да
0,square,circle,medium,low,medium,89.97,84.78,41.08,22.86,1,hexagon,triangle,medium,medium,high,64.63,73.36,69.72,42.87,Да
0,square,hexagon,low,medium,high,21.97,1.12,50.23,88.75,0,hexagon,square,low,low,low,81.29,89.21,80.33,55.81,Нет
1,hexagon,hexagon,medium,low,high,74.14,64.11,83.65,64.74,1,hexagon,circle,medium,medium,low,52.15,16.3,42.27,83.93,Да
1,square,triangle,low,low,high,15.91,13.13,8.34,56.04,1,hexagon,circle,high,high,low,71.8,72.56,9.65,76.29,Да
1,circle,hexagon,high,high,high,61.57,82.32,53.03,50.66,1,star,square,medium,low,low,89.62,44.51,16.89,11.87,Да
1,star,circle,medium,medium,low,87.06,77.86,21.46,65.01,0,circle,triangle,low,medium,high,77.32,75.39,98.27,24.56,Да
1,hexagon,square,low,low,high,45.79,49.99,33.98,75.49,1,square,triangle,low,low,low,90.99,71.39,49.32,2.67,Да
0,circle,circle,medium,low,medium,72.43,21.27,64.44,55.44,1,hexagon,circle,low,medium,low,43.11,2.66,1.2,0.8,Да
0,hexagon,hexagon,low,low,medium,82.04,63.45,2.72,93.83,0,square,triangle,high,medium,low,90.42,17.87,95.54,22.44,Да
1,hexagon,triangle,low,medium,medium,13.6,15.63,59.38,97.68,1,square,circle,high,medium,low,62.16,47.1,49.78,79.93,Да
0,hexagon,triangle,high,medium,medium,70.58,19.0,28.34,99.53,1,star,triangle,low,low,low,87.0,93.36,83.63,90.47,Да
0,triangle,star,high,low,low,91.98,62.67,66.95,66.94,0,square,hexagon,low,low,medium,3.94,34.21,54.85,39.18,Нет
0,star,triangle,medium,high,medium,57.64,99.12,14.16,93.26,1,hexagon,square,medium,high,medium,65.79,62.89,10.17,56.32,Да
1,square,triangle,low,high,medium,18.61,89.11,73.58,40.45,1,square,star,medium,high,low,84.8,1.21,61.56,70.61,Нет
0,triangle,hexagon,high,medium,medium,12.69,59.31,64.56,85.96,0,star,hexagon,medium,high,high,17.42,71.11,99.74,95.29,Да
0,star,square,medium,high,high,25.97,53.85,97.12,90.92,0,hexagon,triangle,low,high,high,66.18,60.31,3.47,91.29,Да
0,square,square,high,low,high,10.35,99.84,91.12,90.41,0,star,star,medium,medium,medium,82.5,71.54,84.18,5.72,Нет
1,triangle,hexagon,medium,medium,low,51.34,54.74,28.33,83.08,1,triangle,hexagon,low,low,high,28.79,90.47,23.55,24.82,Да
0,triangle,triangle,high,medium,low,6.97,42.01,2.73,40.66,1,circle,square,high,medium,medium,40.52,14.65,39.39,4.91,Да
1,circle,circle,high,high,low,22.34,90.96,65.54,15.89,0,square,star,medium,low,low,56.95,26.16,37.27,61.65,Да
0,triangle,square,low,medium,medium,43.99,23.42,60.29,33.4,1,square,star,low,low,low,51.92,99.58,89.88,71.05,Нет
1,hexagon,hexagon,low,high,low,47.39,9.75,2.74,76.73,0,square,square,low,medium,high,3.92,15.63,50.45,30.83,Да
0,triangle,circle,high,high,high,56.54,63.41,12.27,23.29,1,triangle,hexagon,high,medium,high,9.87,72.06,44.72,85.39,Да
1,hexagon,triangle,low,low,high,70.56,9.58,58.47,47.83,0,circle,star,high,low,high,10.05,72.51,81.8,45.28,Да
0,star,hexagon,high,high,high,4.72,37.31,91.18,56.54,0,star,square,high,high,low,26.23,68.3,4.89,99.84,Да
1,star,square,medium,high,medium,8.06,42.36,90.65,60.39,0,triangle,hexagon,high,high,low,24.59,22.74,8.65,0.04,Да
1,hexagon,circle,high,medium,medium,6.09,54.75,15.15,93.57,1,triangle,triangle,medium,low,high,74.22,21.51,2.17,10.95,Да
0,circle,circle,high,low,low,42.32,99.17,38.46,66.15,0,hexagon,circle,high,medium,high,57.27,66.63,68.8,30.18,Да
0,circle,square,medium,low,low,4.18,22.1,4.32,78.63,0,triangle,triangle,low,medium,high,76.4,18.63,52.56,2.55,Нет
1,star,circle,medium,high,low,74.61,37.58,46.93,58.19,1,triangle,triangle,low,low,high,6.99,66.16,87.6,78.23,Да
1,triangle,square,low,medium,low,22.3,13.22,75.31,83.36,0,square,circle,low,medium,medium,48.52,49.25,49.85,5.28,Да
0,star,hexagon,medium,medium,medium,93.92,60.76,79.0,26.37,1,hexagon,triangle,low,low,high,32.38,38.66,22.18,74.9,Да
1,star,star,low,medium,high,48.64,72.77,49.9,20.99,0,star,triangle,low,low,high,84.99,30.02,80.51,5.26,Да
0,hexagon,triangle,high,low,medium,44.63,48.21,9.59,92.63,0,circle,square,high,low,medium,70.78,94.76,29.43,25.27,Да
0,circle,hexagon,medium,low,low,78.05,24.58,38.14,69.35,0,star,square,low,medium,medium,86.93,50.81,93.57,84.13,Да
1,hexagon,triangle,high,high,medium,71.32,62.09,93.21,67.15,0,hexagon,hexagon,high,high,medium,4.64,56.13,25.04,95.11,Нет
0,star,triangle,low,high,high,60.73,53.92,22.96,46.73,0,square,star,high,low,medium,72.08,94.93,16.77,41.45,Да
1,square,square,medium,medium,medium,93.51,17.12,31.98,37.67,0,circle,hexagon,high,medium,high,54.0,65.39,49.33,96.99,Да
0,triangle,star,low,high,high,42.23,40.57,74.68,55.57,0,star,square,high,high,low,82.5,95.79,5.05,62.69,Нет
0,star,triangle,low,medium,low,80.85,43.52,73.36,12.06,1,circle,square,medium,low,low,50.72,10.64,3.64,41.58,Да
0,hexagon,triangle,medium,low,medium,38.01,98.26,91.22,45.47,0,circle,circle,medium,high,low,54.02,84.66,49.6,80.28,Да
0,square,hexagon,medium,high,low,83.83,84.93,38.81,45.54,1,circle,circle,medium,medium,low,5.18,33.54,21.51,29.53,Да
0,square,star,low,medium,low,25.95,73.44,51.46,53.83,1,triangle,square,medium,high,low,66.85,81.05,0.94,26.58,Да
0,star,star,medium,low,high,28.93,88.88,46.74,63.47,1,hexagon,triangle,medium,high,low,27.31,85.56,29.61,65.65,Да
0,circle,triangle,low,medium,high,67.79,73.55,92.78,95.73,1,hexagon,hexagon,low,medium,medium,1.97,27.15,47.74,39.05,Нет
0,square,star,high,high,low,21.27,90.34,76.93,65.22,1,square,square,medium,low,medium,6.64,40.88,39.43,13.59,Да
0,triangle,hexagon,high,medium,high,22.92,5.46,83.14,88.37,1,star,square,low,medium,low,95.73,72.6,13.55,6.7,Да
0,hexagon,square,medium,low,high,30.53,45.61,13.31,55.63,0,square,circle,low,medium,high,34.61,9.91,57.97,78.78,Да
0,hexagon,triangle,medium,high,low,67.89,74.69,79.18,62.69,0,star,hexagon,high,low,high,86.81,75.55,71.03,67.59,Да
0,hexagon,circle,high,low,low,88.94,58.33,43.3,6.98,0,circle,hexagon,high,low,low,95.97,11.05,67.55,41.18,Да
1,star,triangle,low,high,high,67.46,17.52,2.33,13.33,0,star,star,high,medium,high,94.33,91.45,39.38,89.62,Нет
1,hexagon,triangle,low,medium,low,82.78,34.05,6.01,57.97,0,star,square,medium,low,medium,88.17,27.63,13.76,41.09,Да
0,hexagon,square,low,low,low,54.36,31.78,67.79,39.57,1,circle,star,low,low,medium,89.48,57.56,49.95,71.03,Да
0,triangle,circle,medium,low,high,6.89,26.13,37.2,79.88,1,square,circle,medium,medium,high,28.9,11.72,89.04,90.91,Да
1,circle,circle,low,medium,medium,10.05,34.31,86.81,54.32,1,star,star,high,medium,low,15.15,26.95,46.87,84.07,Да
0,star,circle,medium,low,medium,55.44,51.49,73.43,88.23,0,square,triangle,high,medium,medium,63.93,40.4,19.57,51.11,Да
0,star,square,medium,low,low,32.78,85.49,2.17,97.23,0,square,square,low,medium,high,48.81,48.7,9.31,68.06,Да
0,hexagon,star,medium,low,high,22.06,74.2,68.69,14.76,0,hexagon,square,low,high,high,9.87,0.01,94.39,41.37,Нет
1,triangle,circle,high,low,low,46.63,83.52,19.24,39.48,0,circle,hexagon,high,high,medium,67.75,88.87,74.3,64.72,Да
0,square,star,low,medium,high,66.65,88.36,42.26,66.5,1,circle,star,medium,low,medium,56.29,0.77,31.3,25.76,Да
1,hexagon,hexagon,medium,low,low,38.5,41.62,62.47,30.55,1,triangle,hexagon,medium,high,low,86.31,77.37,29.54,43.47,Да
1,hexagon,square,low,low,low,80.25,34.6,87.27,26.7,0,square,star,low,high,high,60.92,47.06,89.52,20.95,Да
0,star,star,high,low,high,73.85,5.76,45.61,81.37,1,triangle,star,high,high,low,57.39,52.39,17.76,3.82,Да
1,star,circle,low,high,low,73.49,93.05,80.85,98.04,0,circle,circle,medium,low,medium,44.08,20.83,53.5,58.85,Да
1,hexagon,circle,high,high,medium,98.52,6.58,78.3,77.38,0,circle,star,low,high,high,46.28,60.74,71.35,86.44,Да
1,star,star,medium,medium,medium,29.52,74.11,41.45,52.37,0,triangle,hexagon,low,medium,medium,95.44,53.72,39.64,2.56,Да
0,triangle,star,medium,medium,high,64.47,37.81,50.1,44.25,1,circle,star,low,medium,medium,13.84,16.42,3.99,19.6,Да
0,square,hexagon,high,medium,low,85.55,94.88,70.05,53.96,1,circle,star,medium,low,medium,44.62,23.81,22.78,46.02,Да
1,square,square,medium,low,medium,57.95,41.96,3.11,46.28,1,hexagon,square,low,low,low,65.58,6.69,90.18,66.59,Да
0,square,triangle,low,high,high,78.95,81.66,89.08,50.29,0,star,square,medium,low,medium,43.3,6.63,52.31,17.12,Нет
1,hexagon,hexagon,low,high,high,41.45,28.27,76.98,20.35,0,hexagon,square,low,high,low,28.32,1.38,81.54,5.67,Да
0,hexagon,hexagon,high,medium,high,59.05,29.91,24.94,90.37,0,star,triangle,medium,low,medium,28.74,22.05,55.57,51.9,Да
0,hexagon,hexagon,low,high,medium,5.57,59.55,98.12,75.45,1,hexagon,square,high,low,medium,23.37,67.97,94.36,81.87,Да
1,triangle,circle,medium,medium,medium,98.58,99.8,17.94,68.1,0,hexagon,triangle,medium,low,high,34.39,31.62,90.91,3.52,Да
0,square,star,medium,low,medium,80.0,51.76,91.41,94.99,0,square,triangle,high,medium,medium,87.17,34.27,48.29,34.94,Да
1,star,square,medium,high,medium,86.88,93.63,32.45,28.44,1,triangle,hexagon,low,low,high,50.52,13.19,31.83,66.35,Да
0,star,circle,low,low,low,69.43,78.62,76.31,8.12,0,hexagon,square,medium,medium,high,24.02,57.55,60.17,13.07,Да
