obj1_bin_0,obj1_nom_0,obj1_ord_0,obj1_ord_1,obj1_qnt_0,obj1_qnt_1,obj2_bin_0,obj2_nom_0,obj2_ord_0,obj2_ord_1,obj2_qnt_0,obj2_qnt_1,Collision
1,hexagon,medium,low,52.49,24.79,1,star,medium,high,19.64,51.16,Да
1,triangle,low,low,59.21,10.38,1,square,medium,low,28.73,23.29,Да
1,circle,medium,low,82.11,80.32,0,hexagon,high,low,70.79,78.96,Да
0,circle,high,high,39.44,52.98,0,triangle,low,high,39.83,0.82,Да
0,star,high,low,67.65,17.65,0,circle,high,high,6.54,46.28,Нет
1,hexagon,low,medium,83.48,26.21,1,star,high,low,39.92,86.06,Да
0,hexagon,low,medium,84.38,76.64,0,hexagon,low,high,99.98,61.85,Да
1,square,high,low,25.42,65.33,0,circle,low,medium,26.11,63.51,Да
1,star,low,medium,35.02,94.52,1,triangle,high,high,26.53,7.07,Да
1,triangle,low,high,59.49,46.49,1,square,high,low,16.99,28.67,Да
1,square,medium,low,88.58,5.22,0,hexagon,high,medium,27.16,67.39,Да
1,hexagon,high,medium,79.04,70.04,0,hexagon,high,medium,57.48,4.96,Нет
0,circle,medium,medium,58.4,25.49,1,triangle,low,high,96.46,33.09,Да
0,star,high,low,98.37,32.39,1,triangle,medium,low,60.77,35.39,Да
0,hexagon,medium,medium,43.9,19.66,0,square,low,high,40.98,49.87,Да
1,hexagon,high,medium,84.25,30.89,0,square,medium,high,38.96,36.24,Да
1,star,high,low,81.84,82.95,0,square,low,high,2.42,45.41,Да
0,hexagon,high,high,90.8,57.67,0,circle,high,medium,0.25,54.7,Нет
0,square,low,medium,98.77,10.92,0,circle,medium,high,79.72,12.83,Да
1,star,medium,high,49.57,58.66,1,triangle,low,high,49.02,18.05,Да
1,hexagon,low,high,19.56,63.36,1,hexagon,low,high,3.32,83.25,Да
1,hexagon,low,high,46.09,88.48,0,circle,low,high,28.6,45.98,Да
1,star,high,high,85.39,85.96,1,triangle,high,low,35.67,35.52,Да
0,circle,high,high,83.61,6.29,1,circle,low,low,78.33,43.39,Да
0,triangle,low,medium,33.6,86.67,1,square,low,low,43.44,17.48,Нет
1,star,low,medium,4.73,5.09,1,triangle,high,medium,78.93,23.98,Да
0,circle,low,high,50.98,15.41,1,square,medium,low,63.37,51.55,Да
0,hexagon,high,low,47.41,11.16,0,star,medium,high,3.31,35.89,Да
1,square,high,high,8.58,18.17,0,hexagon,high,high,96.87,47.55,Да
0,hexagon,high,low,79.49,80.33,1,square,medium,low,18.14,14.97,Да
1,hexagon,medium,medium,28.36,68.61,0,hexagon,low,medium,27.56,15.65,Да
0,circle,low,low,64.58,68.7,1,triangle,low,medium,80.93,38.39,Да
1,star,low,medium,10.15,92.21,1,star,medium,medium,18.98,37.89,Да
1,triangle,medium,low,86.07,39.19,0,hexagon,medium,high,40.11,88.33,Да
0,triangle,low,high,73.93,0.33,1,circle,medium,low,86.5,3.35,Да
1,star,low,medium,38.84,63.98,0,triangle,high,medium,63.73,99.29,Да
1,star,low,low,62.95,86.81,1,star,medium,high,30.21,95.65,Да
1,square,medium,high,18.75,97.63,1,circle,high,medium,64.4,54.23,Да
1,star,medium,low,98.54,36.39,1,circle,medium,medium,81.26,71.88,Да
0,square,low,low,79.61,82.22,0,star,high,low,40.39,93.53,Да
1,star,high,low,78.89,84.92,0,square,high,high,57.17,25.12,Да
0,square,low,medium,15.34,14.44,1,star,low,medium,98.79,31.56,Нет
0,star,low,medium,1.77,63.15,0,star,medium,high,96.46,11.09,Нет
0,star,high,high,58.54,17.31,1,star,low,medium,50.9,56.38,Да
1,triangle,low,low,14.41,44.66,0,hexagon,low,low,9.61,15.94,Да
0,hexagon,low,low,78.04,87.93,1,square,high,medium,70.07,93.09,Да
1,hexagon,medium,medium,41.61,78.95,1,triangle,high,low,26.86,43.16,Да
1,square,low,medium,33.86,57.03,1,circle,high,medium,66.95,91.97,Да
1,circle,high,low,7.36,80.87,0,hexagon,high,low,35.18,20.51,Да
0,triangle,medium,low,99.61,15.28,1,square,low,medium,71.88,69.4,Да
1,star,medium,low,95.6,19.49,0,star,high,medium,36.73,64.76,Нет
0,triangle,high,medium,13.16,20.89,0,hexagon,low,medium,94.12,39.97,Нет
1,circle,high,low,33.28,77.6,0,hexagon,low,high,13.67,89.83,Да
1,triangle,medium,low,39.08,89.1,0,circle,medium,high,6.84,43.48,Да
0,circle,low,medium,29.68,56.28,0,triangle,medium,medium,78.12,19.84,Нет
1,circle,low,medium,93.45,95.8,1,square,high,high,40.13,97.7,Да
1,circle,medium,medium,72.13,72.8,1,square,low,high,46.56,44.15,Да
0,circle,low,medium,95.59,56.37,0,square,low,medium,93.38,20.81,Да
0,circle,medium,low,87.45,61.16,0,star,low,medium,58.99,36.36,Да
0,star,high,medium,75.45,84.95,1,star,medium,medium,66.02,61.35,Да
0,triangle,low,medium,69.7,9.02,1,hexagon,low,high,1.95,51.2,Нет
0,hexagon,low,low,86.62,16.8,0,triangle,low,high,67.05,63.51,Да
1,hexagon,medium,high,68.41,26.63,0,circle,low,high,38.84,66.19,Да
1,star,medium,low,18.87,89.48,0,circle,medium,medium,46.02,12.34,Да
0,square,low,low,64.81,94.49,0,triangle,high,high,80.81,31.49,Нет
0,circle,low,low,51.5,35.62,1,square,high,high,52.38,74.87,Да
1,triangle,low,low,98.19,92.39,1,triangle,high,low,98.69,65.04,Да
0,circle,high,low,51.0,54.68,0,circle,medium,low,79.68,8.83,Да
1,circle,low,low,3.85,47.33,0,star,medium,medium,72.86,31.51,Да
0,hexagon,low,low,26.42,83.28,0,triangle,high,medium,58.87,93.13,Да
1,circle,medium,high,91.74,54.61,0,hexagon,high,high,41.24,86.2,Да
1,triangle,high,low,96.24,45.45,1,star,medium,low,5.29,67.06,Да
0,triangle,medium,low,72.85,1.6,0,hexagon,high,low,1.85,7.29,Нет
0,hexagon,low,low,5.69,1.29,1,hexagon,low,medium,4.68,60.71,Да
1,star,high,low,2.35,62.76,0,triangle,medium,high,95.88,1.22,Да
1,hexagon,low,low,47.96,7.34,1,hexagon,high,medium,32.32,66.11,Нет
0,hexagon,high,high,99.97,73.69,0,square,high,high,70.06,73.12,Да
0,circle,high,medium,86.93,62.23,0,triangle,medium,low,59.43,49.72,Да
1,square,high,medium,93.31,45.77,1,circle,medium,high,57.17,0.38,Да
1,star,high,low,62.35,70.98,1,square,low,low,57.92,66.66,Да
1,star,high,high,85.91,99.31,1,star,medium,low,30.23,81.97,Да
0,star,high,high,31.97,24.64,0,triangle,medium,low,88.65,58.59,Нет
0,circle,medium,high,2.74,55.71,1,circle,low,medium,91.92,70.92,Нет
0,hexagon,medium,medium,91.83,84.29,0,circle,high,medium,64.45,9.03,Нет
0,circle,low,medium,21.84,1.69,0,triangle,medium,medium,86.39,71.53,Нет
0,triangle,high,high,72.85,20.35,1,square,high,high,6.0,61.42,Да
1,square,high,medium,65.9,52.1,1,circle,low,medium,10.04,33.1,Да
1,square,medium,medium,15.82,55.22,1,triangle,medium,low,55.91,68.53,Да
0,circle,low,low,19.58,8.63,0,triangle,low,medium,84.65,64.56,Нет
1,hexagon,low,low,32.91,40.74,0,hexagon,high,low,31.54,59.95,Да
1,star,medium,low,75.69,51.98,0,triangle,low,medium,54.81,18.29,Да
1,triangle,medium,high,3.92,42.3,1,circle,medium,high,1.0,29.62,Да
1,triangle,high,low,40.71,70.06,1,hexagon,medium,high,98.66,99.14,Да
1,square,medium,high,66.51,77.14,0,circle,high,low,76.7,43.31,Да
0,hexagon,high,low,17.15,46.03,1,square,high,medium,36.14,5.94,Да
1,star,low,high,11.94,42.57,0,square,high,medium,98.3,89.9,Да
0,square,high,medium,39.02,70.54,1,circle,high,low,9.24,17.29,Да
0,hexagon,medium,high,28.66,55.53,1,star,medium,high,46.42,40.35,Да
1,star,high,medium,64.91,87.04,1,star,medium,medium,5.89,27.8,Нет
1,circle,high,low,96.96,48.11,0,star,medium,medium,33.5,96.39,Да
1,hexagon,medium,medium,0.45,57.43,1,circle,low,medium,21.94,37.81,Да
1,triangle,high,medium,90.24,12.88,0,triangle,low,high,31.66,70.87,Нет
0,hexagon,low,low,43.32,83.6,0,hexagon,high,medium,94.74,59.84,Да
1,hexagon,high,high,66.4,42.23,0,triangle,high,high,42.72,4.3,Да
0,hexagon,medium,high,85.1,71.91,0,circle,high,medium,32.49,38.43,Нет
0,star,medium,high,57.35,42.95,1,triangle,medium,high,64.08,39.0,Да
1,star,medium,low,9.73,0.1,0,square,low,low,68.34,98.98,Да
0,circle,high,high,14.06,40.04,1,hexagon,high,high,98.38,81.19,Да
0,circle,low,medium,78.93,14.75,0,circle,high,low,54.61,85.67,Нет
0,star,medium,low,22.91,39.86,1,hexagon,medium,medium,75.26,31.35,Да
1,star,medium,high,56.9,32.13,0,star,low,medium,38.22,32.91,Да
0,square,low,medium,42.81,20.25,1,star,high,medium,17.1,51.56,Да
1,hexagon,medium,medium,30.36,12.38,0,square,high,low,42.98,63.1,Да
0,hexagon,high,high,78.7,72.86,0,circle,high,medium,41.88,72.83,Да
0,triangle,medium,low,73.12,75.49,1,star,high,high,42.06,82.08,Да
1,star,medium,medium,64.61,26.5,1,hexagon,low,high,69.54,87.32,Да
0,star,high,medium,37.27,49.52,1,hexagon,low,low,40.59,2.46,Да
1,circle,low,medium,22.65,46.41,1,square,high,high,95.42,79.61,Да
0,circle,low,medium,51.59,35.52,0,star,medium,low,98.27,61.08,Да
0,hexagon,medium,high,81.71,27.76,1,triangle,high,low,52.34,53.21,Да
1,hexagon,high,low,57.57,18.6,0,star,medium,medium,55.84,62.85,Да
0,star,high,medium,97.01,87.29,1,square,high,low,40.76,88.19,Да
1,hexagon,low,medium,1.54,83.33,1,star,high,high,35.56,54.53,Да
0,star,low,medium,99.83,41.72,0,circle,medium,high,98.53,16.22,Да
1,triangle,low,low,69.14,72.12,1,square,high,medium,4.07,43.68,Да
0,triangle,high,medium,83.27,49.83,1,triangle,low,low,41.01,92.45,Нет
1,square,high,low,33.5,8.54,1,hexagon,medium,medium,15.13,81.45,Да
1,circle,high,low,50.83,82.24,1,star,low,medium,72.63,20.3,Да
1,square,medium,low,79.7,21.93,1,hexagon,medium,medium,19.44,71.41,Да
0,triangle,medium,low,76.06,70.68,1,square,low,medium,88.46,25.62,Да
1,hexagon,low,high,33.4,52.74,1,hexagon,high,medium,37.45,34.85,Да
0,circle,low,high,32.44,69.05,1,circle,high,low,91.71,46.89,Нет
1,circle,medium,high,66.28,47.12,1,square,medium,high,98.66,44.09,Да
1,square,medium,medium,93.37,70.26,1,square,low,low,77.12,2.93,Нет
1,circle,medium,low,43.88,3.28,0,star,high,low,62.32,77.4,Да
0,triangle,medium,low,35.29,4.09,1,square,low,medium,14.99,84.64,Да
1,hexagon,low,high,89.47,89.63,1,circle,low,high,93.31,53.09,Да
0,square,medium,high,68.31,74.97,1,star,medium,low,77.69,17.3,Да
1,hexagon,medium,low,38.83,82.85,1,circle,high,low,28.8,24.79,Да
1,square,high,high,5.73,45.66,0,triangle,medium,high,46.85,12.63,Да
1,star,low,medium,72.15,45.96,1,star,medium,low,6.77,16.95,Нет
0,circle,low,medium,35.29,53.4,1,square,high,high,65.9,87.64,Да
1,star,high,medium,7.06,24.37,0,square,low,low,12.53,48.02,Да
0,circle,low,low,61.23,73.35,1,square,medium,medium,65.15,11.1,Да
1,star,low,high,32.3,82.95,1,triangle,high,high,67.16,25.47,Да
0,hexagon,medium,medium,33.85,90.72,0,circle,low,low,32.46,94.95,Да
0,triangle,medium,medium,47.92,51.7,0,square,low,low,94.87,50.93,Да
1,square,low,medium,71.75,41.46,1,hexagon,low,high,77.9,51.56,Да
1,circle,high,medium,27.63,83.09,1,square,medium,high,49.67,52.56,Да
0,square,high,medium,8.09,75.27,1,star,medium,high,91.86,11.16,Да
0,triangle,low,high,42.44,86.73,1,star,high,high,85.58,97.03,Да
0,star,low,medium,5.49,65.57,1,hexagon,low,high,69.22,8.45,Нет
1,hexagon,low,medium,69.73,88.33,0,triangle,low,high,15.3,70.0,Да
0,square,low,medium,95.92,8.9,1,star,high,medium,49.71,5.78,Да
1,star,medium,low,65.88,67.96,0,triangle,low,medium,86.44,44.36,Да
1,circle,medium,high,27.54,8.88,0,triangle,low,high,60.89,89.97,Да
0,square,low,medium,18.17,74.89,1,hexagon,high,low,54.55,76.84,Да
0,square,high,high,23.28,62.84,1,star,high,medium,95.52,33.47,Да
0,circle,medium,medium,22.16,1.6,1,square,medium,medium,1.65,55.13,Да
0,triangle,low,low,31.38,59.93,0,triangle,medium,low,1.2,16.53,Да
0,star,high,low,9.73,14.63,0,triangle,medium,medium,89.28,95.61,Нет
0,square,medium,low,89.57,14.24,0,star,high,medium,3.85,70.87,Нет
0,star,medium,low,88.51,15.05,1,star,medium,high,33.25,37.43,Да
1,hexagon,low,medium,61.52,48.38,1,hexagon,low,medium,92.4,31.79,Да
0,star,high,high,6.19,11.55,0,circle,medium,medium,69.12,23.86,Нет
0,star,low,medium,80.4,12.57,1,circle,medium,medium,64.82,78.65,Да
0,circle,medium,low,6.18,25.62,0,circle,medium,high,65.7,43.46,Нет
1,star,high,low,10.64,0.09,1,triangle,high,low,31.76,33.02,Да
1,triangle,medium,medium,32.53,27.58,1,hexagon,low,low,53.05,90.52,Да
0,star,low,medium,43.15,61.84,1,circle,high,low,63.0,15.02,Да
1,hexagon,low,high,35.39,60.16,0,star,low,low,30.57,26.38,Да
0,star,medium,high,16.52,96.95,0,triangle,medium,medium,79.54,34.48,Нет
0,circle,low,high,11.21,11.96,1,triangle,medium,high,32.17,25.99,Да
0,hexagon,low,high,85.94,86.56,0,star,low,high,7.14,58.54,Нет
1,circle,medium,low,36.32,39.12,0,hexagon,high,medium,20.15,60.1,Да
1,triangle,high,low,21.86,38.7,0,hexagon,high,low,40.84,5.47,Да
1,triangle,medium,high,48.7,34.88,1,circle,medium,high,90.81,14.45,Да
1,circle,medium,high,3.68,12.47,1,star,low,medium,41.58,19.85,Да
1,triangle,high,low,60.03,47.85,1,square,low,medium,8.98,7.03,Да
1,circle,low,low,24.85,78.74,0,hexagon,low,medium,19.65,12.48,Нет
0,square,high,low,59.82,87.54,0,circle,low,medium,54.45,23.97,Нет
1,star,medium,high,61.41,96.29,0,triangle,medium,high,17.77,34.56,Да
0,square,high,high,80.92,78.53,0,hexagon,high,medium,6.4,79.13,Нет
1,triangle,low,low,22.99,62.31,0,square,medium,high,71.48,21.79,Да
0,circle,high,low,46.35,49.75,0,triangle,low,medium,78.43,67.0,Да
0,circle,high,medium,96.19,87.49,1,triangle,high,medium,85.06,5.79,Да
1,circle,medium,medium,72.71,73.95,1,star,medium,high,84.39,65.82,Да
0,circle,high,low,97.53,16.13,1,star,low,medium,37.93,79.47,Да
1,star,medium,low,92.74,68.26,1,hexagon,medium,low,73.45,60.48,Да
0,hexagon,low,medium,61.07,43.1,0,square,low,high,58.35,20.14,Да
0,square,high,high,26.39,59.58,0,star,medium,high,2.34,33.04,Да
1,triangle,high,low,75.69,89.84,0,circle,medium,medium,40.16,80.52,Да
0,circle,medium,low,69.81,65.26,0,triangle,medium,high,5.29,43.2,Нет
0,square,medium,low,58.89,93.87,1,circle,low,high,8.34,25.52,Да
0,hexagon,low,high,69.78,86.64,1,triangle,high,low,5.6,93.27,Да
1,square,medium,medium,61.36,12.89,1,circle,high,high,96.09,63.74,Да
0,triangle,medium,high,51.94,1.17,1,triangle,low,low,84.42,80.57,Нет
0,circle,low,high,41.6,38.44,1,star,high,high,43.91,2.45,Да
1,triangle,medium,low,4.47,86.53,0,circle,high,low,24.8,33.93,Да
0,circle,medium,low,86.57,23.01,0,hexagon,medium,high,7.25,45.89,Нет
0,hexagon,medium,medium,86.55,69.14,1,hexagon,medium,high,43.12,58.74,Да
1,triangle,medium,high,59.4,47.6,1,square,low,low,60.04,19.0,Да
0,square,low,medium,26.79,74.61,0,square,low,low,79.71,49.8,Да
0,hexagon,low,high,2.81,16.5,1,square,medium,low,5.16,68.56,Да
1,triangle,medium,low,0.14,23.91,0,circle,low,high,41.79,34.59,Да
1,circle,high,medium,7.29,24.25,0,triangle,low,medium,97.69,69.14,Да
1,hexagon,low,high,35.99,54.85,0,square,high,medium,12.07,38.97,Да
0,circle,high,low,18.84,28.96,1,star,low,high,40.03,46.95,Да
0,star,medium,low,26.51,81.17,1,hexagon,low,high,27.51,13.43,Да
0,square,medium,high,69.97,34.68,0,hexagon,medium,low,13.4,65.13,Нет
0,circle,low,low,95.91,66.09,0,star,low,low,83.89,22.43,Да
0,triangle,high,high,20.68,94.85,0,hexagon,medium,low,69.71,82.89,Да
0,star,low,high,46.56,60.69,0,circle,low,medium,41.16,55.34,Да
0,hexagon,low,high,99.15,24.22,0,star,high,high,36.91,56.03,Нет
0,triangle,low,high,93.17,83.05,0,circle,medium,high,82.77,91.25,Да
0,hexagon,medium,low,35.23,1.25,0,hexagon,low,medium,9.08,16.74,Да
0,star,high,high,31.97,25.65,1,star,low,low,14.68,53.02,Да
1,triangle,medium,high,24.22,38.75,0,star,high,low,90.66,38.22,Да
0,circle,medium,high,15.54,19.6,0,star,low,low,81.72,96.63,Нет
1,triangle,medium,low,46.01,60.4,1,hexagon,high,low,77.49,79.27,Да
0,square,low,medium,34.11,55.8,1,hexagon,medium,medium,62.4,75.75,Да
1,circle,medium,high,74.48,40.65,0,hexagon,medium,low,29.25,20.41,Да
1,square,medium,medium,23.69,29.44,1,square,low,low,93.48,23.73,Нет
1,triangle,medium,medium,73.63,43.39,0,square,medium,medium,49.19,2.92,Да
0,triangle,medium,high,28.81,29.12,0,triangle,high,low,28.06,63.85,Да
0,hexagon,medium,medium,59.27,22.13,1,star,high,medium,36.56,37.08,Да
1,triangle,medium,medium,63.84,35.13,0,hexagon,low,low,1.68,31.2,Да
0,circle,high,high,67.18,60.23,1,star,high,high,25.52,63.7,Да
1,square,low,low,17.53,64.84,1,circle,high,low,18.8,82.87,Да
0,star,medium,medium,28.27,29.73,1,circle,high,high,13.56,13.3,Да
1,square,low,high,24.61,94.74,1,hexagon,low,medium,3.21,91.87,Да
1,hexagon,high,high,57.62,26.2,0,square,medium,low,22.69,3.43,Да
1,star,high,medium,7.57,71.21,0,triangle,high,low,10.35,9.51,Да
1,star,low,medium,51.83,8.15,0,square,medium,low,4.51,83.81,Да
1,triangle,high,medium,8.75,66.48,0,star,medium,high,13.73,49.27,Да
0,hexagon,medium,high,33.71,45.99,1,square,low,low,20.24,93.93,Да
0,hexagon,high,high,68.67,56.91,1,hexagon,low,medium,41.6,46.17,Да
1,triangle,medium,low,41.26,18.41,1,square,medium,low,58.37,92.61,Да
0,circle,low,low,28.03,43.36,1,circle,low,medium,32.23,23.96,Да
0,triangle,low,high,61.59,76.63,0,hexagon,medium,high,14.13,61.64,Да
1,hexagon,low,low,74.03,76.71,1,hexagon,high,medium,94.03,99.45,Да
0,star,low,medium,25.46,23.76,1,hexagon,medium,high,51.49,37.61,Да
0,circle,low,low,29.94,35.26,1,square,medium,high,74.19,0.15,Да
1,hexagon,low,low,64.03,0.38,1,circle,high,high,69.44,6.41,Да
0,hexagon,medium,high,96.52,9.0,1,square,low,medium,28.49,85.91,Да
1,triangle,low,high,21.39,12.67,0,star,medium,medium,55.99,49.19,Да
1,square,high,medium,65.42,29.37,0,triangle,low,medium,60.22,53.67,Да
0,hexagon,medium,low,90.66,75.9,0,triangle,high,low,35.18,79.94,Да
1,square,medium,high,46.2,51.03,1,triangle,medium,medium,67.08,81.16,Да
0,circle,medium,high,31.68,79.26,1,star,medium,high,79.07,47.74,Да
1,star,medium,high,66.69,75.49,1,star,medium,medium,36.42,85.81,Да
1,square,low,medium,3.14,58.71,1,star,medium,high,1.49,46.84,Да
1,square,low,medium,36.02,49.99,0,circle,low,medium,34.93,67.5,Да
1,square,low,low,25.8,93.13,0,hexagon,low,medium,11.68,3.34,Нет
0,square,high,medium,22.46,56.93,1,star,high,high,15.56,13.8,Да
0,square,low,low,17.98,48.28,1,triangle,low,medium,36.59,85.14,Да
0,circle,low,low,73.71,86.91,0,triangle,medium,low,20.76,31.31,Нет
0,hexagon,high,low,95.51,7.14,0,square,high,low,93.49,33.47,Да
0,star,low,high,38.48,65.6,0,hexagon,medium,high,65.28,66.3,Да
0,hexagon,low,high,4.91,11.3,1,star,medium,high,51.84,59.25,Да
1,circle,medium,high,71.89,81.98,1,hexagon,high,high,0.97,8.22,Да
0,circle,low,medium,53.82,79.27,1,star,medium,low,10.36,76.58,Да
0,square,high,high,72.36,50.36,0,triangle,medium,high,78.85,61.72,Да
0,circle,medium,low,64.79,66.1,1,hexagon,high,high,38.97,85.53,Да
0,circle,high,medium,90.54,77.26,1,hexagon,low,low,4.55,53.55,Да
0,square,high,medium,14.04,48.33,0,star,high,high,82.56,41.43,Нет
0,circle,low,high,16.92,90.6,0,star,high,medium,30.26,37.13,Да
0,circle,medium,high,34.16,43.7,0,hexagon,high,medium,38.63,0.44,Да
0,circle,low,high,49.14,89.2,1,star,low,medium,97.44,3.98,Нет
1,triangle,medium,high,92.57,58.27,1,hexagon,high,medium,1.55,13.12,Да
0,hexagon,medium,medium,90.7,42.62,0,square,low,low,72.13,92.95,Да
1,triangle,medium,medium,87.19,0.41,1,hexagon,medium,medium,94.89,88.07,Да
0,hexagon,high,low,22.25,29.56,1,circle,high,medium,6.39,49.72,Да
0,square,low,medium,72.97,86.79,1,hexagon,medium,low,86.61,18.02,Да
0,square,medium,medium,38.35,42.87,0,square,medium,low,41.62,14.61,Да
0,hexagon,medium,high,93.12,42.15,0,square,low,low,87.8,25.61,Да
0,hexagon,high,low,21.45,48.94,0,triangle,medium,medium,30.83,90.87,Да
0,star,medium,medium,14.13,28.63,0,triangle,medium,high,98.27,52.15,Нет
0,hexagon,medium,high,84.24,49.16,1,circle,high,high,64.7,80.4,Да
0,hexagon,low,high,71.69,37.58,1,star,medium,medium,62.71,50.68,Да
1,square,high,low,82.14,90.94,0,star,high,high,80.59,60.94,Да
1,square,high,medium,15.79,56.4,0,square,medium,high,43.66,61.01,Да
1,circle,medium,medium,88.48,83.42,1,square,low,low,25.87,3.13,Да
0,circle,medium,medium,67.76,68.69,1,triangle,medium,medium,26.29,44.53,Да
0,square,high,medium,65.16,21.26,0,square,low,medium,33.06,86.4,Нет
0,circle,medium,low,58.26,86.77,1,hexagon,high,high,61.74,48.91,Да
1,triangle,medium,high,76.49,8.73,0,hexagon,high,medium,83.84,43.53,Да
1,triangle,high,high,41.56,44.86,1,circle,medium,low,49.96,52.65,Да
0,circle,medium,low,13.28,23.92,0,hexagon,medium,high,40.34,38.08,Да
1,circle,low,medium,53.93,53.76,1,circle,high,low,79.38,51.54,Да
1,hexagon,medium,high,74.81,30.0,0,triangle,high,high,28.97,13.53,Да
0,hexagon,high,medium,15.36,72.28,0,hexagon,high,medium,68.9,96.79,Да
1,triangle,low,high,22.4,93.69,1,circle,low,low,10.58,3.41,Нет
1,triangle,medium,medium,69.65,70.91,0,star,medium,low,11.32,48.32,Да
0,hexagon,low,low,26.97,35.53,1,circle,high,low,64.41,21.0,Да
1,hexagon,high,medium,16.99,60.01,0,hexagon,high,high,8.28,5.84,Да
0,hexagon,low,medium,88.94,88.85,0,circle,medium,high,15.51,65.17,Нет
0,circle,medium,low,16.09,27.0,0,triangle,medium,low,62.44,98.52,Нет
1,square,medium,low,34.41,11.82,0,square,low,low,43.82,74.96,Нет
0,triangle,high,medium,42.84,13.08,0,star,high,high,56.13,25.4,Да
1,star,low,medium,47.61,49.49,0,triangle,medium,medium,97.69,49.34,Да
1,hexagon,low,medium,36.13,73.21,1,star,low,medium,63.2,4.98,Нет
0,circle,high,high,91.25,65.73,0,star,high,low,59.09,53.17,Да
1,triangle,high,medium,65.86,45.39,1,circle,low,medium,38.01,9.95,Да
0,hexagon,high,high,35.95,72.93,1,square,medium,high,63.09,79.46,Да
1,circle,high,high,35.77,63.4,1,circle,low,medium,1.3,5.67,Нет
0,triangle,medium,high,50.3,62.82,1,circle,high,high,55.73,0.94,Да
0,triangle,medium,low,3.37,20.24,1,hexagon,medium,low,6.89,86.16,Да
0,star,high,low,92.66,31.26,1,circle,high,medium,22.02,94.25,Да
0,star,high,high,22.33,34.44,0,square,low,medium,56.31,8.66,Да
0,triangle,low,high,69.76,80.82,1,triangle,low,high,66.8,27.89,Да
0,circle,medium,high,77.77,77.51,0,circle,low,high,38.48,74.17,Да
0,hexagon,low,low,82.74,25.27,0,square,medium,low,41.9,53.97,Да
0,hexagon,low,low,16.56,5.52,0,circle,low,low,49.8,94.92,Нет
1,triangle,medium,low,53.67,76.78,0,star,medium,high,75.91,38.92,Да
1,hexagon,high,high,8.37,40.99,0,circle,low,high,1.76,0.33,Да
1,star,medium,high,80.48,21.98,1,hexagon,low,low,44.71,1.97,Да
1,hexagon,low,medium,48.65,11.7,0,star,medium,high,1.43,56.49,Да
1,square,medium,medium,15.85,1.28,0,square,medium,medium,31.91,75.21,Нет
1,star,high,low,71.87,42.77,1,circle,medium,low,51.98,79.06,Да
1,star,medium,low,33.12,33.98,1,star,high,medium,7.99,91.15,Нет
1,triangle,high,medium,11.45,69.65,0,star,low,high,48.52,22.91,Да
0,triangle,high,low,46.11,97.67,1,triangle,high,low,92.46,73.84,Да
1,hexagon,low,high,23.52,20.68,1,star,low,low,68.53,82.71,Нет
1,hexagon,low,medium,95.02,24.3,0,square,low,low,78.23,83.63,Нет
1,triangle,high,high,36.14,33.73,0,circle,low,high,58.04,41.15,Да
1,circle,high,medium,57.25,46.59,0,star,low,low,89.64,62.6,Да
0,hexagon,low,medium,94.84,69.77,0,square,high,low,14.69,55.16,Нет
0,circle,high,low,39.37,35.2,1,triangle,low,low,44.98,59.75,Да
1,star,medium,high,35.81,10.42,1,circle,high,low,59.7,28.2,Да
1,square,high,high,16.24,73.03,0,hexagon,medium,high,87.35,68.32,Да
0,circle,high,high,93.83,79.46,0,star,high,low,30.8,71.0,Нет
0,hexagon,low,high,80.07,24.76,0,star,low,low,0.11,19.59,Нет
0,triangle,low,low,22.1,13.68,0,triangle,high,high,97.44,44.36,Нет
1,triangle,low,high,33.27,52.78,0,square,high,low,2.6,42.21,Да
0,square,medium,low,91.49,20.83,0,triangle,medium,medium,15.24,74.9,Нет
0,square,high,medium,53.73,37.42,1,square,medium,low,42.2,66.65,Да
0,star,high,high,55.63,77.74,0,circle,medium,low,49.64,47.62,Да
0,circle,low,low,64.81,21.96,1,star,low,medium,83.45,65.25,Да
0,square,high,medium,76.22,80.63,0,hexagon,high,high,44.78,26.29,Нет
0,star,high,high,93.93,67.4,1,triangle,high,low,54.74,23.23,Да
1,star,medium,high,80.22,21.97,0,hexagon,medium,medium,20.0,23.99,Да
1,star,high,low,93.45,52.64,1,hexagon,low,high,56.92,2.95,Да
0,hexagon,medium,medium,82.06,61.41,1,star,low,high,34.84,69.11,Да
0,square,high,medium,4.64,20.03,0,star,low,medium,9.87,98.58,Нет
0,triangle,low,medium,11.75,14.49,0,hexagon,medium,high,94.65,30.9,Нет
1,star,low,medium,88.49,53.12,0,circle,low,high,8.17,92.98,Нет
1,triangle,high,high,2.77,69.38,0,hexagon,low,medium,67.79,60.65,Да
1,hexagon,low,medium,79.42,46.51,0,square,low,high,90.82,22.49,Да
1,circle,medium,low,84.98,7.0,1,square,medium,medium,17.92,1.19,Да
0,hexagon,low,low,41.55,92.52,0,square,medium,high,23.71,72.37,Да
1,hexagon,medium,high,35.49,69.5,1,square,high,medium,42.67,69.66,Да
0,square,high,low,19.44,62.12,1,triangle,high,high,29.45,22.93,Да
0,star,high,high,4.89,64.36,0,circle,high,medium,75.9,33.27,Нет
0,hexagon,low,medium,74.54,39.86,0,triangle,medium,low,33.82,89.8,Нет
